source_section,entity_id,entity_name,entity_name_en,entity_type,category,attribute_path,value
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,treatment.disease_modifying_treatments.nerve_growth_factors,实验性治疗
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,treatment.prevention.glycemic_control,严格血糖控制
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,treatment.prevention.lifestyle_modifications,戒烟、限酒、规律运动
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,treatment.symptomatic_treatment.neuropathic_pain.first_line,加巴喷丁; 普瑞巴林; 度洛西汀
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,treatment.symptomatic_treatment.neuropathic_pain.second_line,三环类抗抑郁药; 局部利多卡因; 曲马多
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,treatment.symptomatic_treatment.neuropathic_pain.third_line,阿片类药物; 肉毒毒素注射
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,clinical_manifestations.cerebrovascular_disease.consequences,认知功能障碍; 血管性痴呆; 肢体功能障碍
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,clinical_manifestations.cerebrovascular_disease.types,缺血性卒中; 出血性卒中; 短暂性脑缺血发作
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,clinical_manifestations.coronary_artery_disease.complications,心肌梗死; 心力衰竭; 心律失常; 猝死
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,clinical_manifestations.coronary_artery_disease.presentation,可能无症状或不典型症状
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,clinical_manifestations.peripheral_artery_disease.severity,糖尿病患者更易发生严重缺血
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,clinical_manifestations.peripheral_artery_disease.symptoms,间歇性跛行; 静息痛; 肢体缺血; 溃疡不愈合
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,description,糖尿病引起的大血管动脉粥样硬化病变，包括冠心病、脑血管病和外周血管病
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,epidemiology.coronary_artery_disease,发病率比非糖尿病患者高2-4倍
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,epidemiology.mortality,糖尿病患者68%死于心血管疾病
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,epidemiology.peripheral_artery_disease,外周血管病风险增加2倍
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,epidemiology.stroke_risk,卒中风险增加1.5-3倍
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,icd10,E10.5
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,pathophysiology.accelerated_atherosclerosis.mechanisms,内皮功能紊乱; 炎症反应增强; 凝血功能异常; 脂质代谢紊乱
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,pathophysiology.hyperglycemia_effects,血管内皮损伤; 糖化终末产物形成; 氧化应激增加; 血小板功能亢进
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,prevention_treatment.primary_prevention.antiplatelet_therapy,低剂量阿司匹林（血出血风险低）
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,prevention_treatment.primary_prevention.blood_pressure_management,<130/80 mmHg
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,prevention_treatment.primary_prevention.glycemic_control,HbA1c <7%
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,prevention_treatment.primary_prevention.lifestyle_modifications,戒烟; 健康饮食; 规律运动; 体重控制
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,prevention_treatment.primary_prevention.lipid_management.ldl_target,<2.6 mmol/L（高危）或<1.8 mmol/L（极高危）
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,prevention_treatment.primary_prevention.lipid_management.statin_therapy,中等强度他汀类药物
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,prevention_treatment.secondary_prevention.ace_inhibitors_arbs,ACEI/ARB治疗
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,prevention_treatment.secondary_prevention.beta_blockers,β受体阻滞剂
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,prevention_treatment.secondary_prevention.diabetes_medications.glp1_agonists,心血管保护作用
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,prevention_treatment.secondary_prevention.diabetes_medications.sglt2_inhibitors,心血管获益明确
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,prevention_treatment.secondary_prevention.dual_antiplatelet,急性冠脉综合征后双联抗血小板
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,prevention_treatment.secondary_prevention.high_intensity_statins,高强度他汀类药物
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,risk_assessment.cardiovascular_risk_factors,年龄（男性>45岁，女性>55岁）; 糖尿病病程>10年; 高血压; 血脂异常; 吸烟; 家族史; 肥胖; 蛋白尿
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,risk_assessment.risk_stratification.high_risk,多个危险因素
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,risk_assessment.risk_stratification.moderate_risk,少数危险因素
diabetes_complications,DM_COMP_004,糖尿病大血管病变,Diabetic Macrovascular Disease,complication,糖尿病大血管并发症,risk_assessment.risk_stratification.very_high_risk,已有心血管疾病或靶器官损伤
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,classification_subtypes.insulin_deficient.characteristics,C肽水平低，BMI正常，易发酮症
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,classification_subtypes.insulin_deficient.description,以胰岛素缺乏为主
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,classification_subtypes.insulin_deficient.treatment,早期需要胰岛素治疗
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,classification_subtypes.insulin_resistant.characteristics,C肽水平高，肥胖，代谢综合征
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,classification_subtypes.insulin_resistant.description,以胰岛素抵抗为主
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,classification_subtypes.insulin_resistant.treatment,胰岛素增敏剂优先
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.atypical_presentations.asymptomatic,多数2型糖尿病患者早期无症状
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.atypical_presentations.blurred_vision,视物模糊
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.atypical_presentations.erectile_dysfunction,男性勃起功能障碍
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.atypical_presentations.fatigue,乏力和精力不足
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.atypical_presentations.peripheral_neuropathy,手足麻木或疼痛
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.atypical_presentations.recurrent_infections.mechanism,高血糖环境利于细菌繁殖
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.atypical_presentations.recurrent_infections.types,皮肤感染; 尿路感染; 阴道炎
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.atypical_presentations.slow_wound_healing,伤口愈合延迟
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.classic_symptoms.polydipsia.characteristic,饮水量增加但仍感口渴
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.classic_symptoms.polydipsia.description,烦渴多饮
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.classic_symptoms.polydipsia.mechanism,失水激活下丘脑渴觉中枢
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.classic_symptoms.polyphagia.description,多食易饥
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.classic_symptoms.polyphagia.mechanism,细胞内葡萄糖利用障碍
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.classic_symptoms.polyphagia.paradox,食量增加但体重可能下降
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.classic_symptoms.polyuria.description,多尿，每日>3L
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.classic_symptoms.polyuria.mechanism,高血糖导致渗透性利尿
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.classic_symptoms.polyuria.severity,血糖越高症状越明显
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.classic_symptoms.unexplained_weight_loss.description,不明原因体重下降
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.classic_symptoms.unexplained_weight_loss.mechanism,蛋白质和脂肪分解增加
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.classic_symptoms.unexplained_weight_loss.threshold,3个月内体重下降>5%
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.physical_examination.anthropometric.body_fat_distribution,内脏脂肪增加
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.physical_examination.anthropometric.waist_circumference,中心性肥胖
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.physical_examination.anthropometric.weight_status,超重或肥胖（85%患者）
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.physical_examination.cardiovascular.blood_pressure,高血压（60-70%患者合并）
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.physical_examination.cardiovascular.heart_rate,静息心率可能增快
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.physical_examination.skin_changes.acanthosis_nigricans,黑棘皮症，胰岛素抵抗标志
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.physical_examination.skin_changes.diabetic_dermopathy,糖尿病性皮肤病变
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,clinical_presentation.physical_examination.skin_changes.skin_tags,皮赘增多
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,description,以胰岛素抵抗和胰岛β细胞功能进行性衰减为特征的慢性代谢性疾病
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.diagnostic_criteria.fasting_plasma_glucose.confirmation,需要重复测定确认
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.diagnostic_criteria.fasting_plasma_glucose.definition,空腹8小时以上
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.diagnostic_criteria.fasting_plasma_glucose.threshold,≥7.0 mmol/L (126 mg/dL)
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.diagnostic_criteria.hba1c.advantages,无需空腹; 变异性小; 反映长期血糖
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.diagnostic_criteria.hba1c.limitations,某些血红蛋白病; 肾病晚期; 妊娠期不适用
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.diagnostic_criteria.hba1c.threshold,≥6.5% (48 mmol/mol)
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.diagnostic_criteria.oral_glucose_tolerance_test.2h_glucose,≥11.1 mmol/L (200 mg/dL)
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.diagnostic_criteria.oral_glucose_tolerance_test.preparation,前3天正常饮食，空腹8-14小时
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.diagnostic_criteria.oral_glucose_tolerance_test.protocol,75g葡萄糖负荷后2小时血糖
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.diagnostic_criteria.random_plasma_glucose.confirmation,需要其他方法确认
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.diagnostic_criteria.random_plasma_glucose.indication,有典型高血糖症状时
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.diagnostic_criteria.random_plasma_glucose.threshold,≥11.1 mmol/L (200 mg/dL) + 症状
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.differential_diagnosis.mody,年轻起病，家族史明显，非肥胖
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.differential_diagnosis.secondary_diabetes.drug_induced,糖皮质激素等药物使用史
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.differential_diagnosis.secondary_diabetes.endocrine_diabetes,其他内分泌疾病导致
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.differential_diagnosis.secondary_diabetes.pancreatic_diabetes,胰腺疾病史，外分泌功能不全
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.differential_diagnosis.type1_diabetes.distinguishing_features,年龄：T1DM多见于儿童青少年; 起病：T1DM急性起病，T2DM缓慢起病; 体型：T1DM多正常或消瘦，T2DM多超重肥胖; 酮症：T1DM易发生，T2DM少见; 胰岛素依赖：T1DM绝对依赖，T2DM相对缺乏
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.differential_diagnosis.type1_diabetes.辅助检查,C肽水平：T1DM低，T2DM正常或高; 自身抗体：T1DM阳性，T2DM阴性
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.screening_recommendations.general_population.age_threshold,≥35岁开始筛查
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.screening_recommendations.general_population.high_risk,每年筛查
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.screening_recommendations.general_population.interval,正常者每3年1次
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,diagnosis.screening_recommendations.high_risk_criteria,BMI≥24 kg/m²（亚洲人群）; 一级亲属糖尿病史; 高血压（≥140/90 mmHg）; HDL-C<0.9 mmol/L或TG>2.22 mmol/L; PCOS; IGT或IFG史; 心血管疾病史; 久坐生活方式
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,epidemiology.age_pattern,40岁后显著增加，但年轻化趋势明显
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,epidemiology.china_prevalence,11.2%（成人）
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,epidemiology.gender_distribution,男性略高于女性
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,epidemiology.global_prevalence,9.3%（成人）
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,epidemiology.incidence_trend,持续上升，与肥胖和老龄化相关
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,icd10,E11
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,pathophysiology.beta_cell_dysfunction.insulin_secretion_defects,第一时相胰岛素分泌缺失; 胰岛素脉冲性分泌异常; 葡萄糖敏感性下降
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,pathophysiology.beta_cell_dysfunction.mechanisms,葡萄糖毒性; 脂毒性; 氧化应激; 内质网应激; 淀粉样蛋白沉积
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,pathophysiology.beta_cell_dysfunction.progressive_decline,β细胞功能年下降率4-5%
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,pathophysiology.genetic_factors.heritability,遗传度约26%
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,pathophysiology.genetic_factors.major_genes,TCF7L2（转录因子7样2）; PPARG（过氧化物酶体增殖物激活受体γ）; KCNJ11（钾离子通道基因）; CDKAL1（CDK5调节亚单位相关蛋白1样1）; IGF2BP2（胰岛素样生长因子2 mRNA结合蛋白2）
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,pathophysiology.genetic_factors.polygenic_risk,多基因累积效应
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,pathophysiology.incretin_system_defects.dpp4_activity,DPP-4活性可能增加
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,pathophysiology.incretin_system_defects.glp1_reduction,GLP-1分泌减少和作用减弱
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,pathophysiology.incretin_system_defects.incretins_effect,肠促胰素效应受损
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,pathophysiology.insulin_resistance.compensatory_response,早期β细胞代偿性胰岛素分泌增加
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,pathophysiology.insulin_resistance.mechanisms,胰岛素受体后信号传导缺陷; 葡萄糖转运蛋白功能异常; 炎症因子介导的信号干扰; 脂肪细胞因子失调
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,pathophysiology.insulin_resistance.primary_sites,肝脏; 骨骼肌; 脂肪组织
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.modifiable.dietary_factors.fiber_deficiency,膳食纤维不足
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.modifiable.dietary_factors.high_glycemic_diet,高血糖指数饮食
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.modifiable.dietary_factors.processed_foods,过度加工食品
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.modifiable.dietary_factors.saturated_fat,饱和脂肪酸过多
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.modifiable.dietary_factors.sugar_sweetened_beverages,含糖饮料
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.modifiable.obesity.bmi_threshold,亚洲人群≥23 kg/m²开始增加风险
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.modifiable.obesity.central_obesity,腹型肥胖风险最高
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.modifiable.obesity.mechanism,脂肪组织炎症和胰岛素抵抗
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.modifiable.physical_inactivity.exercise_deficiency,缺乏规律体力活动
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.modifiable.physical_inactivity.muscle_mass_decline,肌肉量减少影响葡萄糖利用
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.modifiable.physical_inactivity.sedentary_lifestyle,久坐生活方式
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.modifiable.sleep_disorders.circadian_disruption,昼夜节律紊乱
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.modifiable.sleep_disorders.sleep_apnea,阻塞性睡眠呼吸暂停
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.modifiable.sleep_disorders.sleep_deprivation,睡眠不足<6小时
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.modifiable.smoking.active_smoking,主动吸烟增加风险30-40%
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.modifiable.smoking.dose_response,吸烟量与糖尿病风险呈正相关
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.non_modifiable.age,每增加10岁风险增加1.5-2倍
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.non_modifiable.ethnicity.asian_specificity,相同BMI下亚洲人风险更高
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.non_modifiable.ethnicity.high_risk_populations,亚洲人群; 西班牙裔; 非洲裔; 美洲原住民
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.non_modifiable.family_history.first_degree_relative,一级亲属患病风险增加2-3倍
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.non_modifiable.family_history.parental_diabetes,父母患病风险增加40%
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.non_modifiable.gestational_diabetes_history,GDM史增加7倍风险
diabetes_entities,DM_001,2型糖尿病,Type 2 Diabetes Mellitus,disease,代谢性疾病,risk_factors.non_modifiable.polycystic_ovary_syndrome,PCOS女性风险增加5-10倍
diabetes_entities,DM_002,妊娠期糖尿病,Gestational Diabetes Mellitus,disease,代谢性疾病,delivery_management.peripartum_glucose_management.insulin_adjustment,根据血糖调整胰岛素剂量
diabetes_entities,DM_002,妊娠期糖尿病,Gestational Diabetes Mellitus,disease,代谢性疾病,delivery_management.peripartum_glucose_management.labor_monitoring,每1-2小时监测血糖
diabetes_entities,DM_002,妊娠期糖尿病,Gestational Diabetes Mellitus,disease,代谢性疾病,delivery_management.peripartum_glucose_management.target_range,4.0-7.0 mmol/L
diabetes_entities,DM_002,妊娠期糖尿病,Gestational Diabetes Mellitus,disease,代谢性疾病,delivery_management.timing.cesarean_section,血糖控制不良或胎儿过大
diabetes_entities,DM_002,妊娠期糖尿病,Gestational Diabetes Mellitus,disease,代谢性疾病,delivery_management.timing.induction,孕39-40周考虑引产
diabetes_entities,DM_002,妊娠期糖尿病,Gestational Diabetes Mellitus,disease,代谢性疾病,delivery_management.timing.spontaneous_labor,血糖控制良好可等待自然分娩
diabetes_entities,DM_002,妊娠期糖尿病,Gestational Diabetes Mellitus,disease,代谢性疾病,description,妊娠期间首次发现或发病的糖耐量异常
diabetes_entities,DM_002,妊娠期糖尿病,Gestational Diabetes Mellitus,disease,代谢性疾病,epidemiology.china_prevalence,17.5%（2019年全国调查）
diabetes_entities,DM_002,妊娠期糖尿病,Gestational Diabetes Mellitus,disease,代谢性疾病,epidemiology.global_prevalence,1-14%（因诊断标准而异）
diabetes_entities,DM_002,妊娠期糖尿病,Gestational Diabetes Mellitus,disease,代谢性疾病,epidemiology.risk_factors_prevalence,高龄妊娠、肥胖增加
diabetes_entities,DM_002,妊娠期糖尿病,Gestational Diabetes Mellitus,disease,代谢性疾病,epidemiology.trend,发病率持续上升
diabetes_entities,DM_002,妊娠期糖尿病,Gestational Diabetes Mellitus,disease,代谢性疾病,fetal_neonatal_complications.long_term_offspring_risks,儿童期肥胖风险增加; 青春期代谢综合征; 成年期2型糖尿病风险增加
diabetes_entities,DM_002,妊娠期糖尿病,Gestational Diabetes Mellitus,disease,代谢性疾病,fetal_neonatal_complications.macrosomia.complications,肩难产; 产伤; 剖宫产
diabetes_entities,DM_002,妊娠期糖尿病,Gestational Diabetes Mellitus,disease,代谢性疾病,fetal_neonatal_complications.macrosomia.definition,出生体重≥4000g
diabetes_entities,DM_002,妊娠期糖尿病,Gestational Diabetes Mellitus,disease,代谢性疾病,fetal_neonatal_complications.macrosomia.mechanism,胎儿高胰岛素血症促进生长
diabetes_entities,DM_002,妊娠期糖尿病,Gestational Diabetes Mellitus,disease,代谢性疾病,fetal_neonatal_complications.neonatal_complications,新生儿低血糖; 新生儿呼吸窘迫综合征; 新生儿高胆红素血症; 新生儿低钙血症; 新生儿红细胞增多症
diabetes_entities,DM_002,妊娠期糖尿病,Gestational Diabetes Mellitus,disease,代谢性疾病,icd10,O24.4
