section,entity_id,entity_name,entity_name_en,entity_type,category,attribute_path,value,source_file
female_endocrine_entities,FEM_002,绝经期综合征,,reproductive_endocrine_disorder,female_endocrine_disease,treatment.hormone_therapy.systemic_ht.regimens.continuous_combined.composition,雌激素+孕激素每日,female_endocrine_entities.csv
female_endocrine_entities,FEM_002,绝经期综合征,,reproductive_endocrine_disorder,female_endocrine_disease,treatment.hormone_therapy.systemic_ht.regimens.cyclical.composition,雌激素连续+孕激素周期性,female_endocrine_entities.csv
female_endocrine_entities,FEM_002,绝经期综合征,,reproductive_endocrine_disorder,female_endocrine_disease,treatment.hormone_therapy.systemic_ht.preparations.oral.progestins,地屈孕酮; 微粒化黄体酮,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,name_en,Gestational Diabetes Mellitus (GDM),female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,description,妊娠期首次发现或发病的糖代谢异常,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,icd_10,O24.4,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,epidemiology.global_prevalence,1-14%(因诊断标准而异),female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,epidemiology.china_prevalence,14.8%(2019年数据),female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,epidemiology.increasing_trend,患病率逐年上升,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,epidemiology.risk_factors_prevalence,高龄妊娠、肥胖增加,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,pathophysiology.pregnancy_insulin_resistance.mechanism,胎盘激素导致胰岛素抵抗,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,pathophysiology.pregnancy_insulin_resistance.hormones,人胎盘生长激素; 皮质醇; 胎盘催乳素; 孕激素,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,pathophysiology.pregnancy_insulin_resistance.timeline,妊娠20周后明显,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,pathophysiology.beta_cell_dysfunction.inadequate_compensation,β细胞代偿不足,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,pathophysiology.beta_cell_dysfunction.genetic_predisposition,遗传易感性,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,pathophysiology.beta_cell_dysfunction.environmental_factors,肥胖、年龄等,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,risk_factors.maternal_factors.age,≥35岁,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,risk_factors.maternal_factors.obesity,孕前BMI≥25kg/m²,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,risk_factors.maternal_factors.family_history,糖尿病家族史,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,risk_factors.maternal_factors.ethnicity,高危种族,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,risk_factors.obstetric_history.previous_gdm,既往GDM史,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,risk_factors.obstetric_history.macrosomia,既往巨大儿分娩史,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,risk_factors.obstetric_history.stillbirth,死胎史,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,risk_factors.obstetric_history.polyhydramnios,羊水过多史,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,risk_factors.medical_history.pcos,多囊卵巢综合征,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,risk_factors.medical_history.hypertension,高血压,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,risk_factors.medical_history.previous_igt,既往糖耐量异常,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,diagnosis.screening_timing.universal_screening,24-28孕周,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,diagnosis.screening_timing.early_screening,高危因素者孕早期,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,diagnosis.screening_timing.method,75g OGTT,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,diagnosis.diagnostic_criteria.iadpsg_2010.fasting,≥5.1mmol/L,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,diagnosis.diagnostic_criteria.iadpsg_2010.1h_post_load,≥10.0mmol/L,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,diagnosis.diagnostic_criteria.iadpsg_2010.2h_post_load,≥8.5mmol/L,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,diagnosis.diagnostic_criteria.iadpsg_2010.diagnosis,任一时间点异常即诊断,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,diagnosis.diagnostic_criteria.who_2013,采用IADPSG标准,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,diagnosis.diagnostic_criteria.china_2014,基本采用IADPSG标准,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,diagnosis.differential_diagnosis.overt_diabetes.criteria,空腹血糖≥7.0mmol/L; 随机血糖≥11.1mmol/L; HbA1c≥6.5%,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,diagnosis.differential_diagnosis.overt_diabetes.timing,妊娠期任何时间,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,clinical_manifestations.maternal_symptoms.often_asymptomatic,多数无症状,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,clinical_manifestations.maternal_symptoms.classic_symptoms,多饮、多尿; 疲劳; 反复感染,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,clinical_manifestations.fetal_complications.macrosomia.definition,出生体重≥4000g,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,clinical_manifestations.fetal_complications.macrosomia.mechanism,胎儿高胰岛素血症,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,clinical_manifestations.fetal_complications.macrosomia.complications,肩难产; 产伤,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,clinical_manifestations.fetal_complications.neonatal_complications,新生儿低血糖; 呼吸窘迫综合征; 高胆红素血症; 低钙血症; 红细胞增多症,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.nutritional_therapy.caloric_intake.normal_weight,30kcal/kg/日,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.nutritional_therapy.caloric_intake.overweight,25kcal/kg/日,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.nutritional_therapy.caloric_intake.obese,12-14kcal/kg/日,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.nutritional_therapy.macronutrient_distribution.carbohydrate,40-50%,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.nutritional_therapy.macronutrient_distribution.protein,20-25%,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.nutritional_therapy.macronutrient_distribution.fat,25-30%,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.nutritional_therapy.meal_planning.frequency,少量多餐,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.nutritional_therapy.meal_planning.timing,规律进餐时间,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.nutritional_therapy.meal_planning.complex_carbs,复合碳水化合物为主,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.exercise_therapy.type,低强度有氧运动,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.exercise_therapy.duration,30分钟/次，每周5次,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.exercise_therapy.contraindications,前置胎盘; 早产史; 妊娠期高血压,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.glucose_monitoring.frequency,每日4-7次,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.glucose_monitoring.timing,空腹; 三餐后2小时; 必要时餐后1小时,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.glucose_monitoring.targets.fasting,<5.3mmol/L,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.glucose_monitoring.targets.1h_postprandial,<7.8mmol/L,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.glucose_monitoring.targets.2h_postprandial,<6.7mmol/L,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.insulin_therapy.indications,饮食运动治疗2周后血糖不达标; 空腹血糖≥5.3mmol/L; 餐后血糖反复超标,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.insulin_therapy.insulin_types.rapid_acting,门冬胰岛素、赖脯胰岛素,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.insulin_therapy.insulin_types.intermediate,NPH胰岛素,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.insulin_therapy.insulin_types.long_acting,地特米胰岛素,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.insulin_therapy.regimens.basal_bolus,基础-餐时胰岛素,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.insulin_therapy.regimens.bid_nph,NPH胰岛素每日两次,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.insulin_therapy.regimens.adjustment,根据血糖调整剂量,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.oral_agents.metformin.safety,FDA妊娠期B类,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.oral_agents.metformin.indications,部分国家指南推荐,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.oral_agents.metformin.monitoring,胎儿生长发育,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.oral_agents.glyburide.use,部分地区使用,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,management.oral_agents.glyburide.concerns,胎盘通透性,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,monitoring.maternal_monitoring.glucose_control,血糖日记记录,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,monitoring.maternal_monitoring.weight_gain,孕期体重管理,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,monitoring.maternal_monitoring.blood_pressure,血压监测,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,monitoring.maternal_monitoring.ketones,尿酮体检查,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,monitoring.fetal_monitoring.growth_assessment.ultrasound,每4周超声检查,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,monitoring.fetal_monitoring.growth_assessment.biometry,胎儿生物测量,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,monitoring.fetal_monitoring.growth_assessment.amniotic_fluid,羊水量评估,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,monitoring.fetal_monitoring.fetal_wellbeing.nst,胎心监护,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,monitoring.fetal_monitoring.fetal_wellbeing.bpp,生物物理评分,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,monitoring.fetal_monitoring.fetal_wellbeing.timing,32-34周开始,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,delivery_management.timing.well_controlled,39-40周,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,delivery_management.timing.poor_control,考虑提前终止妊娠,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,delivery_management.timing.macrosomia,38-39周,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,delivery_management.mode_of_delivery.vaginal_delivery,首选自然分娩,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,delivery_management.mode_of_delivery.cesarean_indications,估计胎重≥4500g; 既往肩难产史; 产科指征,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,delivery_management.intrapartum_management.glucose_monitoring,每1-2小时监测血糖,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,delivery_management.intrapartum_management.insulin_adjustment,根据血糖调整胰岛素,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,delivery_management.intrapartum_management.target,血糖4.0-7.0mmol/L,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,postpartum_care.immediate_postpartum.insulin_discontinuation,胰岛素立即停用,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,postpartum_care.immediate_postpartum.glucose_monitoring,监测血糖变化,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,postpartum_care.immediate_postpartum.breastfeeding,鼓励母乳喂养,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,postpartum_care.follow_up_screening.timing,产后6-12周,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,postpartum_care.follow_up_screening.method,75g OGTT,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,postpartum_care.follow_up_screening.interpretation,评估糖代谢状态,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,postpartum_care.long_term_follow_up.annual_screening,每年糖尿病筛查,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,postpartum_care.long_term_follow_up.lifestyle_counseling,生活方式指导,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,postpartum_care.long_term_follow_up.preconception_counseling,再次妊娠前咨询,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,complications.maternal_complications.pregnancy,妊娠期高血压; 子痫前期; 羊水过多; 感染风险增加,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,complications.maternal_complications.delivery,剖宫产率增加; 产后出血; 产道损伤,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,complications.fetal_neonatal_complications.immediate,新生儿低血糖; 呼吸窘迫; 高胆红素血症; 低钙血症,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,complications.fetal_neonatal_complications.long_term,儿童期肥胖; 青春期糖尿病风险; 代谢综合征,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,long_term_outcomes.maternal_outcomes.diabetes_risk,50-70%发展为2型糖尿病,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,long_term_outcomes.maternal_outcomes.cardiovascular_risk,心血管疾病风险增加,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,long_term_outcomes.maternal_outcomes.recurrence_risk,再次妊娠复发率30-84%,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,long_term_outcomes.offspring_outcomes.obesity_risk,儿童肥胖风险增加,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,long_term_outcomes.offspring_outcomes.diabetes_risk,青春期糖尿病风险增加,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,long_term_outcomes.offspring_outcomes.metabolic_programming,代谢编程效应,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,prevention.primary_prevention.preconception,体重管理; 健康饮食; 规律运动; 叶酸补充,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,prevention.secondary_prevention.lifestyle_interventions,饮食指导; 运动计划; 体重控制; 定期随访,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,prognosis.immediate_outcomes,良好的血糖控制可改善母儿结局,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,prognosis.long_term_health,需要终生糖尿病风险管理,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,prognosis.quality_of_life,适当管理下可维持正常生活,female_endocrine_entities.csv
female_endocrine_entities,FEM_003,妊娠期糖尿病,,pregnancy_related_disorder,female_endocrine_disease,prognosis.family_planning,可安全进行再次妊娠,female_endocrine_entities.csv
glucose_management_entities,CGM_001,连续血糖监测系统,,monitoring_technology,血糖监测技术,clinical_applications.diabetes_management.type2_diabetes.适用人群,胰岛素治疗患者; 多次药物调整患者; 妊娠糖尿病患者; 糖尿病前期高危人群,glucose_management_entities.csv
glucose_management_entities,CGM_001,连续血糖监测系统,,monitoring_technology,血糖监测技术,clinical_applications.gestational_diabetes.monitoring_protocol.wearing_duration,孕24-28周开始，持续至分娩,glucose_management_entities.csv
glucose_management_entities,MEAL_001,餐后血糖管理,,clinical_management,血糖管理策略,assessment_criteria.target_ranges.pregnancy,< 6.7 mmol/L (2小时),glucose_management_entities.csv
glucose_management_entities,EXERCISE_001,运动血糖管理,,clinical_management,血糖管理策略,special_considerations.pregnancy.gestational_diabetes,妊娠糖尿病运动管理,glucose_management_entities.csv
glucose_management_entities,EXERCISE_001,运动血糖管理,,clinical_management,血糖管理策略,special_considerations.pregnancy.safety_parameters,母儿安全血糖范围,glucose_management_entities.csv
glucose_management_entities,EXERCISE_001,运动血糖管理,,clinical_management,血糖管理策略,special_considerations.pregnancy.activity_modifications,孕期运动类型调整,glucose_management_entities.csv
male_endocrine_entities,MAL_003,男性不育症,,reproductive_disorder,male_endocrine_disease,description,夫妇正常性生活未避孕12个月未能妊娠，男方因素导致的生育能力障碍,male_endocrine_entities.csv
male_endocrine_entities,MAL_003,男性不育症,,reproductive_disorder,male_endocrine_disease,prognosis.natural_conception,轻度异常患者可能自然受孕,male_endocrine_entities.csv
nutrition_endocrine_entities,NUT_001,维生素D缺乏症,,nutritional_disorder,nutrition_endocrine_disease,epidemiology.high_risk_populations,老年人; 孕产妇; 婴幼儿; 室内工作者; 深色皮肤人群,nutrition_endocrine_entities.csv
nutrition_endocrine_entities,NUT_001,维生素D缺乏症,,nutritional_disorder,nutrition_endocrine_disease,risk_factors.physiological,年龄增长; 深色皮肤; 肥胖; 妊娠哺乳期,nutrition_endocrine_entities.csv
nutrition_endocrine_entities,NUT_002,碘缺乏病,,nutritional_disorder,nutrition_endocrine_disease,epidemiology.vulnerable_populations,孕产妇; 婴幼儿; 儿童青少年,nutrition_endocrine_entities.csv
nutrition_endocrine_entities,NUT_002,碘缺乏病,,nutritional_disorder,nutrition_endocrine_disease,pathophysiology.developmental_effects.brain_development,胎儿期和婴儿期关键,nutrition_endocrine_entities.csv
obesity_metabolic_entities,OBE_001,肥胖症,,metabolic_disorder,nutrition_metabolic_disease,treatment.pharmacological_treatment.selection_criteria.contraindications,妊娠、严重精神疾病,obesity_metabolic_entities.csv
parathyroid_calcium_entities,PTH_003,假性甲状旁腺功能减退症,,genetic_disorder,parathyroid_disease,treatment.gonadal_hormone.females.estrogen_progesterone,雌孕激素替代,parathyroid_calcium_entities.csv
parathyroid_calcium_entities,PTH_003,假性甲状旁腺功能减退症,,genetic_disorder,parathyroid_disease,treatment.gonadal_hormone.females.contraception,避孕需求评估,parathyroid_calcium_entities.csv
pediatric_endocrine_entities,PED_002,儿童甲状腺疾病,,endocrine_disorder,pediatric_endocrine_disease,treatment.hyperthyroidism_treatment.antithyroid_drugs.propylthiouracil.indication,妊娠、甲状腺危象,pediatric_endocrine_entities.csv
pediatric_endocrine_entities,PED_002,儿童甲状腺疾病,,endocrine_disorder,pediatric_endocrine_disease,treatment.hyperthyroidism_treatment.definitive_treatment.radioiodine.contraindications,妊娠、哺乳,pediatric_endocrine_entities.csv
pediatric_endocrine_entities,PED_004,儿童性早熟,,endocrine_disorder,pediatric_endocrine_disease,prognosis.reproductive_health.pregnancy_outcomes,正常妊娠结局,pediatric_endocrine_entities.csv
rheumatic_endocrine_relationships,disease_relationship_matrix,disease relationship matrix,,,,systemic_lupus_relationships.target_diseases.reproductive_endocrine.pregnancy_complications.relationship_type,高风险,rheumatic_endocrine_relationships.csv
rheumatic_endocrine_relationships,disease_relationship_matrix,disease relationship matrix,,,,systemic_lupus_relationships.target_diseases.reproductive_endocrine.pregnancy_complications.complications,妊娠期糖尿病、甲状腺功能异常,rheumatic_endocrine_relationships.csv
rheumatic_endocrine_relationships,disease_relationship_matrix,disease relationship matrix,,,,hyperuricemia_gout_relationships.target_diseases.diabetes_mellitus.gestational_diabetes.mechanism,妊娠期胰岛素抵抗影响尿酸代谢,rheumatic_endocrine_relationships.csv
rheumatic_endocrine_relationships,reproductive_endocrine_relationships,reproductive endocrine relationships,,,,target_diseases.pcos_metabolic_connections.thyroid_interactions.clinical_overlap,月经不调; 不孕; 代谢异常,rheumatic_endocrine_relationships.csv
rheumatic_endocrine_relationships,reproductive_endocrine_relationships,reproductive endocrine relationships,,,,fertility_endocrine_interactions.pregnancy_endocrine_changes.insulin_resistance,妊娠期生理性胰岛素抵抗,rheumatic_endocrine_relationships.csv
rheumatic_endocrine_relationships,reproductive_endocrine_relationships,reproductive endocrine relationships,,,,fertility_endocrine_interactions.pregnancy_endocrine_changes.thyroid_adaptations,hCG对甲状腺的刺激作用,rheumatic_endocrine_relationships.csv
rheumatic_endocrine_relationships,reproductive_endocrine_relationships,reproductive endocrine relationships,,,,fertility_endocrine_interactions.pregnancy_endocrine_changes.adrenal_modifications,皮质醇和醛固酮分泌增加,rheumatic_endocrine_relationships.csv
rheumatic_endocrine_relationships,reproductive_endocrine_relationships,reproductive endocrine relationships,,,,fertility_endocrine_interactions.pregnancy_endocrine_changes.calcium_homeostasis,PTHrP分泌和钙代谢调节,rheumatic_endocrine_relationships.csv
