表名,字段名,数据类型,必填,中文说明,交互设计,验证规则,选项值,关联关系,备注
fetal_ultrasound,abdominal_circumference,DECIMAL_4_1,否,腹围(AC),数字输入,数值范围验证,"mm;cm","","默认单位:mm"
fetal_ultrasound,amniotic_fluid_index,DECIMAL_4_1,否,羊水指数(AFI),数字输入,数值范围验证,"cm","","默认单位:cm"
fetal_ultrasound,estimated_fetal_weight,INT,否,估算胎儿体重,数字输入,数值范围验证,"g;kg","","默认单位:g。换算: 1 kg = 1000 g"

pregnancy_vitals_monitoring,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"孕期生命体征监测表"
pregnancy_vitals_monitoring,record_date,DATE,是,记录日期,日期选择器,必填,,,
pregnancy_vitals_monitoring,gestational_week,TINYINT,是,孕周,数字输入,数值范围8-42,,,
pregnancy_vitals_monitoring,weight,DECIMAL_5_2,否,体重,数字输入,数值范围验证,"kg;g","","默认单位:kg。换算: 1 kg = 1000 g"
pregnancy_vitals_monitoring,systolic_bp,INT,否,收缩压,数字输入,数值范围验证,"mmHg","","默认单位:mmHg"
pregnancy_vitals_monitoring,diastolic_bp,INT,否,舒张压,数字输入,数值范围验证,"mmHg","","默认单位:mmHg"
pregnancy_vitals_monitoring,urine_protein,VARCHAR_20,否,尿蛋白,下拉选择,格式验证,"阴性;+;++;+++;++++","",""
pregnancy_vitals_monitoring,urine_ketone,VARCHAR_20,否,尿酮体,下拉选择,格式验证,"阴性;+;++;+++;++++","",""

daily_blood_glucose_record,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"每日血糖记录表"
daily_blood_glucose_record,record_date,DATE,是,记录日期,日期选择器,必填,,,
daily_blood_glucose_record,time_point,VARCHAR_50,是,时间点,下拉选择,必选,"空腹;早餐后1小时;早餐后2小时;午餐前;午餐后1小时;午餐后2小时;晚餐前;晚餐后1小时;晚餐后2小时;睡前;夜间","",""
daily_blood_glucose_record,blood_glucose_value,DECIMAL_4_2,是,血糖值,数字输入,数值范围1.0-30.0mmol/L,"mmol/L;mg/dL","","默认单位:mmol/L。低血糖<3.3mmol/L。换算: 1 mmol/L = 18 mg/dL"

postpartum_followup,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"产后随访表"
postpartum_followup,followup_date,DATE,是,随访日期,日期选择器,必填,,,
postpartum_followup,postpartum_week,TINYINT,是,产后周数,数字输入,数值范围6-12,,,
postpartum_followup,glucose_fasting,DECIMAL_4_2,是,空腹血糖,数字输入,数值范围验证,"mmol/L;mg/dL","","默认单位:mmol/L。换算: 1 mmol/L = 18 mg/dL"
postpartum_followup,glucose_1h,DECIMAL_4_2,否,1小时血糖,数字输入,数值范围验证,"mmol/L;mg/dL","","默认单位:mmol/L。换算: 1 mmol/L = 18 mg/dL"
postpartum_followup,glucose_2h,DECIMAL_4_2,是,2小时血糖,数字输入,数值范围验证,"mmol/L;mg/dL","","默认单位:mmol/L。换算: 1 mmol/L = 18 mg/dL"
postpartum_followup,diagnosis_result,TINYINT,是,诊断结果,单选按钮,必选,"1:正常;2:糖耐量受损;3:空腹血糖受损;4:糖尿病","","根据OGTT结果判断"

previous_pregnancy_history,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"既往妊娠史表，记录既往妊娠相关信息"
previous_pregnancy_history,pregnancy_sequence,TINYINT,是,妊娠次序,数字输入,第几次妊娠,,,
previous_pregnancy_history,has_previous_gdm,BOOLEAN,是,既往是否有GDM,是否选择,必选,是否,,
previous_pregnancy_history,gdm_treatment_type,TINYINT,否,既往GDM治疗方式,下拉选择,有GDM时必填,"1:饮食控制;2:胰岛素治疗;3:口服药物","","既往GDM时记录"
previous_pregnancy_history,birth_weight,INT,否,出生体重,数字输入,数值范围验证,"g;kg","","默认单位:g。换算: 1 kg = 1000 g"
previous_pregnancy_history,has_macrosomia,BOOLEAN,是,是否巨大儿,是否选择,必选,是否,,"出生体重≥4000g"
previous_pregnancy_history,gestational_hypertension,BOOLEAN,是,是否妊娠期高血压,是否选择,必选,是否,,
previous_pregnancy_history,preeclampsia,BOOLEAN,是,是否子痫前期,是否选择,必选,是否,,
previous_pregnancy_history,pregnancy_outcome,TINYINT,是,妊娠结局,下拉选择,必选,"1:足月产;2:早产;3:流产;4:死胎;5:新生儿死亡",,
previous_pregnancy_history,delivery_mode,TINYINT,否,分娩方式,下拉选择,活产时必填,"1:自然分娩;2:剖宫产;3:助产",,

insulin_therapy,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"胰岛素治疗表，记录胰岛素治疗详情"
insulin_therapy,start_date,DATE,是,开始日期,日期选择器,必填,,,
insulin_therapy,start_gestational_week,TINYINT,是,开始治疗孕周,数字输入,数值范围8-42,,,
insulin_therapy,insulin_type,TINYINT,是,胰岛素类型,下拉选择,必选,"1:短效胰岛素;2:中效胰岛素;3:长效胰岛素;4:超长效胰岛素;5:预混胰岛素",,
insulin_therapy,injection_times_per_day,TINYINT,是,每日注射次数,数字输入,数值范围1-6,,,
insulin_therapy,total_daily_dose,DECIMAL_5_2,是,每日总剂量,数字输入,数值范围验证,"IU;U","","默认单位:IU"
insulin_therapy,fasting_dose,DECIMAL_5_2,否,空腹剂量,数字输入,数值范围验证,"IU;U","","默认单位:IU"
insulin_therapy,breakfast_dose,DECIMAL_5_2,否,早餐前剂量,数字输入,数值范围验证,"IU;U","","默认单位:IU"
insulin_therapy,lunch_dose,DECIMAL_5_2,否,午餐前剂量,数字输入,数值范围验证,"IU;U","","默认单位:IU"
insulin_therapy,dinner_dose,DECIMAL_5_2,否,晚餐前剂量,数字输入,数值范围验证,"IU;U","","默认单位:IU"
insulin_therapy,bedtime_dose,DECIMAL_5_2,否,睡前剂量,数字输入,数值范围验证,"IU;U","","默认单位:IU"
insulin_therapy,adjustment_date,DATE,否,剂量调整日期,日期选择器,剂量调整时记录,,,
insulin_therapy,adjustment_reason,TEXT,否,调整原因,文本域,,,"记录调整胰岛素剂量的原因"

maternal_complications,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"母体并发症表，记录孕期母体并发症"
maternal_complications,complication_type,VARCHAR_50,是,并发症类型,下拉选择,必选,"妊娠期高血压;子痫前期;子痫;胎盘早剥;羊水过多;羊水过少;胎膜早破;早产;酮症酸中毒;严重低血糖",,
maternal_complications,has_complication,BOOLEAN,是,是否发生,是否选择,必选,是否,,
maternal_complications,onset_gestational_week,TINYINT,否,发生孕周,数字输入,数值范围8-42,,,
maternal_complications,severity_level,TINYINT,否,严重程度,下拉选择,并发症发生时必填,"1:轻度;2:中度;3:重度;4:危重",,
maternal_complications,treatment_required,BOOLEAN,否,是否需要治疗,是否选择,是否,是否,,
maternal_complications,treatment_details,TEXT,否,治疗详情,文本域,,,"描述具体治疗措施"
maternal_complications,outcome,TEXT,否,结局,文本域,,,"记录并发症的最终结局"

delivery_outcomes,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"分娩结局表，记录分娩相关信息"
delivery_outcomes,delivery_date,DATE,是,分娩日期,日期选择器,必填,,,
delivery_outcomes,gestational_week_at_delivery,DECIMAL_3_1,是,分娩孕周,数字输入,数值范围20.0-42.6,,,
delivery_outcomes,delivery_mode,TINYINT,是,分娩方式,下拉选择,必选,"1:自然分娩;2:剖宫产;3:产钳助产;4:胎头吸引;5:臀位助产",,
delivery_outcomes,cesarean_indication,TEXT,否,剖宫产指征,文本域,剖宫产时必填,,"记录剖宫产的医学指征"
delivery_outcomes,labor_duration_hours,DECIMAL_4_1,否,产程时长,数字输入,数值范围验证,"小时","","自然分娩时记录"
delivery_outcomes,estimated_blood_loss,INT,否,估计出血量,数字输入,数值范围验证,"mL","","默认单位:mL"
delivery_outcomes,postpartum_complications,TEXT,否,产后并发症,文本域,,,"记录产后出血、感染等并发症"

neonatal_outcomes,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"新生儿结局表，记录新生儿相关信息"
neonatal_outcomes,baby_sequence,TINYINT,是,婴儿序号,数字输入,多胎时区分,"1:第一胎;2:第二胎;3:第三胎",,
neonatal_outcomes,birth_weight,INT,是,出生体重,数字输入,数值范围验证,"g;kg","","默认单位:g。换算: 1 kg = 1000 g"
neonatal_outcomes,birth_length,DECIMAL_4_1,否,出生身长,数字输入,数值范围验证,"cm;mm","","默认单位:cm"
neonatal_outcomes,head_circumference,DECIMAL_4_1,否,头围,数字输入,数值范围验证,"cm;mm","","默认单位:cm"
neonatal_outcomes,apgar_score_1min,TINYINT,否,1分钟Apgar评分,数字输入,数值范围0-10,,,
neonatal_outcomes,apgar_score_5min,TINYINT,否,5分钟Apgar评分,数字输入,数值范围0-10,,,
neonatal_outcomes,is_macrosomia,BOOLEAN,是,是否巨大儿,自动判断,根据体重自动判断,是否,,"出生体重≥4000g"
neonatal_outcomes,is_lga,BOOLEAN,是,是否大于胎龄儿,判断选择,医生判断,是否,,"Large for gestational age"
neonatal_outcomes,is_sga,BOOLEAN,是,是否小于胎龄儿,判断选择,医生判断,是否,,"Small for gestational age"
neonatal_outcomes,neonatal_hypoglycemia,BOOLEAN,是,是否新生儿低血糖,是否选择,必选,是否,,
neonatal_outcomes,hypoglycemia_onset_hours,DECIMAL_4_1,否,低血糖发生时间,数字输入,低血糖时必填,"小时","","出生后小时数"
neonatal_outcomes,lowest_glucose_level,DECIMAL_4_2,否,最低血糖值,数字输入,低血糖时记录,"mmol/L;mg/dL","","默认单位:mmol/L"
neonatal_outcomes,respiratory_distress,BOOLEAN,是,是否呼吸窘迫,是否选择,必选,是否,,
neonatal_outcomes,jaundice_requiring_treatment,BOOLEAN,是,是否需治疗的黄疸,是否选择,必选,是否,,
neonatal_outcomes,congenital_anomalies,TEXT,否,先天性异常,文本域,,,"记录任何先天性异常或畸形"
neonatal_outcomes,nicu_admission,BOOLEAN,是,是否入住NICU,是否选择,必选,是否,,
neonatal_outcomes,nicu_duration_days,INT,否,NICU住院天数,数字输入,入NICU时必填,"天",,"入住NICU时记录天数"
neonatal_outcomes,feeding_type_at_discharge,TINYINT,否,出院时喂养方式,下拉选择,出院时记录,"1:纯母乳喂养;2:混合喂养;3:人工喂养",,

cgm_data,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"连续血糖监测数据表"
cgm_data,monitoring_start_date,DATE,是,监测开始日期,日期选择器,必填,,,
cgm_data,monitoring_end_date,DATE,是,监测结束日期,日期选择器,必填,,,
cgm_data,gestational_week_start,TINYINT,是,开始监测孕周,数字输入,数值范围8-42,,,
cgm_data,gestational_week_end,TINYINT,是,结束监测孕周,数字输入,数值范围8-42,,,
cgm_data,device_type,VARCHAR_50,是,设备类型,下拉选择,必选,"FreeStyle Libre;Dexcom G6;Dexcom G7;美敦力Guardian;其他",,
cgm_data,time_in_range_percentage,DECIMAL_5_2,否,目标范围内时间百分比,数字输入,数值范围0-100,"%","","3.5-7.8 mmol/L范围内时间百分比"
cgm_data,time_below_range_percentage,DECIMAL_5_2,否,低于目标范围时间百分比,数字输入,数值范围0-100,"%","","<3.5 mmol/L时间百分比"
cgm_data,time_above_range_percentage,DECIMAL_5_2,否,高于目标范围时间百分比,数字输入,数值范围0-100,"%","",">7.8 mmol/L时间百分比"
cgm_data,mean_glucose,DECIMAL_5_2,否,平均血糖值,数字输入,数值范围验证,"mmol/L;mg/dL","","默认单位:mmol/L"
cgm_data,glucose_variability_cv,DECIMAL_5_2,否,血糖变异系数,数字输入,数值范围0-100,"%","","变异系数 (CV%)"
cgm_data,total_monitoring_hours,INT,否,总监测时间,数字输入,数值范围验证,"小时","","有效监测总时间"
cgm_data,sensor_wear_percentage,DECIMAL_5_2,否,传感器佩戴率,数字输入,数值范围0-100,"%","","传感器有效佩戴时间百分比"

pregnancy_glucose_targets,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"孕期血糖目标值管理表"
pregnancy_glucose_targets,target_set_date,DATE,是,目标设定日期,日期选择器,必填,,,
pregnancy_glucose_targets,gestational_week,TINYINT,是,设定时孕周,数字输入,数值范围8-42,,,
pregnancy_glucose_targets,fasting_target_min,DECIMAL_4_2,是,空腹血糖目标下限,数字输入,数值范围验证,"mmol/L;mg/dL","","默认单位:mmol/L"
pregnancy_glucose_targets,fasting_target_max,DECIMAL_4_2,是,空腹血糖目标上限,数字输入,数值范围验证,"mmol/L;mg/dL","","默认单位:mmol/L"
pregnancy_glucose_targets,postprandial_1h_target_max,DECIMAL_4_2,是,餐后1小时血糖目标上限,数字输入,数值范围验证,"mmol/L;mg/dL","","默认单位:mmol/L"
pregnancy_glucose_targets,postprandial_2h_target_max,DECIMAL_4_2,是,餐后2小时血糖目标上限,数字输入,数值范围验证,"mmol/L;mg/dL","","默认单位:mmol/L"
pregnancy_glucose_targets,hba1c_target_max,DECIMAL_4_2,否,糖化血红蛋白目标上限,数字输入,数值范围验证,"%","","妊娠期HbA1c目标<6.0%"
pregnancy_glucose_targets,target_adjustment_reason,TEXT,否,目标调整原因,文本域,,,"记录调整血糖目标的医学原因"

nutritional_counseling,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"营养咨询记录表"
nutritional_counseling,counseling_date,DATE,是,咨询日期,日期选择器,必填,,,
nutritional_counseling,gestational_week,TINYINT,是,咨询时孕周,数字输入,数值范围8-42,,,
nutritional_counseling,counselor_type,TINYINT,是,咨询师类型,下拉选择,必选,"1:营养师;2:内分泌医师;3:产科医师;4:糖尿病教育护士",,
nutritional_counseling,pre_pregnancy_bmi,DECIMAL_4_2,是,孕前BMI,数字输入,数值范围验证,,,
nutritional_counseling,total_weight_gain_target,DECIMAL_4_2,是,总体重增长目标,数字输入,根据孕前BMI设定,"kg","","基于孕前BMI的推荐体重增长"
nutritional_counseling,weekly_weight_gain_target,DECIMAL_4_2,是,每周体重增长目标,数字输入,数值范围验证,"kg","","孕中晚期每周体重增长目标"
nutritional_counseling,daily_calorie_target,INT,是,每日热量目标,数字输入,数值范围验证,"kcal","","根据体重和活动水平计算"
nutritional_counseling,carbohydrate_percentage,TINYINT,是,碳水化合物比例,数字输入,数值范围40-50,"%","","占总热量40-50%"
nutritional_counseling,protein_percentage,TINYINT,是,蛋白质比例,数字输入,数值范围20-25,"%","","占总热量20-25%"
nutritional_counseling,fat_percentage,TINYINT,是,脂肪比例,数字输入,数值范围25-35,"%","","占总热量25-35%"
nutritional_counseling,meal_distribution,VARCHAR_100,是,餐次分配,文本输入,推荐分配方案,"三餐三点;少量多餐","","如：早餐20%，午餐30%，晚餐25%，加餐25%"
nutritional_counseling,dietary_restrictions,TEXT,否,饮食禁忌,文本域,,,"记录需要避免的食物"
nutritional_counseling,supplement_recommendations,TEXT,否,补充剂建议,文本域,,,"叶酸、铁剂、钙剂、维生素D等"

exercise_management,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"运动管理记录表"
exercise_management,assessment_date,DATE,是,评估日期,日期选择器,必填,,,
exercise_management,gestational_week,TINYINT,是,评估时孕周,数字输入,数值范围8-42,,,
exercise_management,pre_pregnancy_activity_level,TINYINT,是,孕前运动水平,下拉选择,必选,"1:久坐不动;2:轻度活动;3:中度活动;4:高强度活动",,
exercise_management,exercise_contraindications,BOOLEAN,是,是否有运动禁忌,是否选择,必选,是否,,
exercise_management,contraindication_details,TEXT,否,禁忌详情,文本域,有禁忌时必填,,"如胎盘前置、先兆早产等"
exercise_management,recommended_exercise_type,TEXT,否,推荐运动类型,文本域,无禁忌时填写,,"如步行、游泳、孕妇瑜伽等"
exercise_management,exercise_frequency_per_week,TINYINT,否,每周运动频率,数字输入,数值范围1-7,"次/周","","每周建议运动天数"
exercise_management,exercise_duration_minutes,INT,否,每次运动时长,数字输入,数值范围验证,"分钟","","每次运动建议时长"
exercise_management,target_heart_rate_min,INT,否,目标心率下限,数字输入,数值范围验证,"次/分","","运动时目标心率范围"
exercise_management,target_heart_rate_max,INT,否,目标心率上限,数字输入,数值范围验证,"次/分","","运动时目标心率范围"
exercise_management,exercise_precautions,TEXT,否,运动注意事项,文本域,,,"记录运动时的注意事项和警告信号"

glycemic_patterns,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"血糖模式分析表"
glycemic_patterns,analysis_date,DATE,是,分析日期,日期选择器,必填,,,
glycemic_patterns,analysis_period_days,TINYINT,是,分析周期天数,数字输入,数值范围7-30,"天","","分析的血糖数据天数"
glycemic_patterns,gestational_week,TINYINT,是,分析时孕周,数字输入,数值范围8-42,,,
glycemic_patterns,fasting_control_rate,DECIMAL_5_2,否,空腹血糖达标率,数字输入,数值范围0-100,"%","","空腹血糖在目标范围内的百分比"
glycemic_patterns,postprandial_1h_control_rate,DECIMAL_5_2,否,餐后1小时达标率,数字输入,数值范围0-100,"%","","餐后1小时血糖达标百分比"
glycemic_patterns,postprandial_2h_control_rate,DECIMAL_5_2,否,餐后2小时达标率,数字输入,数值范围0-100,"%","","餐后2小时血糖达标百分比"
glycemic_patterns,hypoglycemia_episodes,INT,否,低血糖次数,数字输入,数值范围验证,"次","","分析期间低血糖发生次数"
glycemic_patterns,severe_hypoglycemia_episodes,INT,否,严重低血糖次数,数字输入,数值范围验证,"次","","需要他人协助处理的低血糖次数"
glycemic_patterns,hyperglycemia_episodes,INT,否,高血糖次数,数字输入,数值范围验证,"次","","超过目标值的高血糖次数"
glycemic_patterns,dawn_phenomenon,BOOLEAN,否,是否有黎明现象,是否选择,医生判断,是否,,"凌晨3-8点血糖异常升高"
glycemic_patterns,postprandial_spikes,BOOLEAN,否,是否有餐后血糖峰值,是否选择,医生判断,是否,,"餐后血糖急剧升高"
glycemic_patterns,pattern_description,TEXT,否,血糖模式描述,文本域,,,"详细描述血糖变化模式和规律"
glycemic_patterns,management_adjustments,TEXT,否,管理策略调整,文本域,,,"基于血糖模式分析的管理方案调整"

patient_education,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"患者教育记录表"
patient_education,education_date,DATE,是,教育日期,日期选择器,必填,,,
patient_education,gestational_week,TINYINT,是,教育时孕周,数字输入,数值范围8-42,,,
patient_education,educator_type,TINYINT,是,教育者类型,下拉选择,必选,"1:内分泌医师;2:产科医师;3:糖尿病教育护士;4:营养师;5:药师",,
patient_education,education_method,TINYINT,是,教育方式,下拉选择,必选,"1:个别面对面;2:小组教育;3:在线教育;4:电话随访;5:手册资料",,
patient_education,topics_covered,JSON,是,教育内容,多选框,至少选择一项,"GDM基础知识;血糖监测技术;饮食管理;运动指导;胰岛素注射;低血糖处理;妊娠并发症;产后随访;母乳喂养;新生儿护理","","记录本次教育涵盖的主题"
patient_education,duration_minutes,INT,是,教育时长,数字输入,数值范围验证,"分钟","","教育持续时间"
patient_education,patient_comprehension,TINYINT,是,患者理解程度,下拉选择,教育者评估,"1:完全理解;2:基本理解;3:部分理解;4:理解困难",,
patient_education,patient_compliance_assessment,TINYINT,是,依从性评估,下拉选择,教育者评估,"1:完全依从;2:基本依从;3:部分依从;4:依从性差",,
patient_education,learning_barriers,TEXT,否,学习障碍,文本域,,,"记录影响学习的因素"
patient_education,follow_up_plan,TEXT,否,后续教育计划,文本域,,,"下次教育的重点和安排"
patient_education,educational_materials_provided,TEXT,否,提供的教育材料,文本域,,,"提供的手册、视频等资料清单"

data_validation_rules,rule_id,VARCHAR_50,是,规则ID,系统生成,唯一标识,,,,"数据验证规则表，定义跨字段验证逻辑"
data_validation_rules,rule_name,VARCHAR_100,是,规则名称,文本输入,规则描述,,,
data_validation_rules,rule_category,VARCHAR_50,是,规则类别,下拉选择,规则分类,"血糖验证;孕周验证;生理指标验证;逻辑一致性验证;时间序列验证",,
data_validation_rules,validation_logic,TEXT,是,验证逻辑,文本域,详细规则描述,,,
data_validation_rules,error_message,VARCHAR_200,是,错误信息,文本输入,验证失败时显示的消息,,,
data_validation_rules,severity_level,TINYINT,是,严重程度,下拉选择,验证失败的严重性,"1:警告;2:错误;3:严重错误",,
data_validation_rules,is_active,BOOLEAN,是,是否启用,是否选择,规则状态,是否,,

cross_field_validations,validation_id,VARCHAR_50,是,验证ID,系统生成,唯一标识,,,,"跨字段验证规则具体实例"
cross_field_validations,rule_name,VARCHAR_100,是,验证规则名称,文本输入,规则名称,,,
cross_field_validations,primary_table,VARCHAR_50,是,主表名,下拉选择,相关表,"patient_basic_info;gdm_diagnosis;pregnancy_monitoring;insulin_therapy;neonatal_outcomes",,
cross_field_validations,primary_field,VARCHAR_50,是,主字段名,下拉选择,相关字段,,,
cross_field_validations,validation_condition,TEXT,是,验证条件,文本域,具体验证逻辑,,,
cross_field_validations,expected_relationship,VARCHAR_200,是,期望关系,文本输入,字段间的期望关系,,,
cross_field_validations,validation_message,VARCHAR_200,是,验证消息,文本输入,验证失败时的提示信息,,,

pregnancy_specific_ranges,range_id,VARCHAR_50,是,范围ID,系统生成,唯一标识,,,,"妊娠期特异性参考范围表"
pregnancy_specific_ranges,parameter_name,VARCHAR_100,是,参数名称,文本输入,生理参数名称,"空腹血糖;餐后1小时血糖;餐后2小时血糖;收缩压;舒张压;HbA1c;体重增长;BMI",,
pregnancy_specific_ranges,gestational_week_min,TINYINT,是,孕周下限,数字输入,适用的最小孕周,,,
pregnancy_specific_ranges,gestational_week_max,TINYINT,是,孕周上限,数字输入,适用的最大孕周,,,
pregnancy_specific_ranges,normal_min,DECIMAL_6_2,否,正常值下限,数字输入,正常范围最小值,,,
pregnancy_specific_ranges,normal_max,DECIMAL_6_2,否,正常值上限,数字输入,正常范围最大值,,,
pregnancy_specific_ranges,target_min,DECIMAL_6_2,否,目标值下限,数字输入,治疗目标最小值,,,
pregnancy_specific_ranges,target_max,DECIMAL_6_2,否,目标值上限,数字输入,治疗目标最大值,,,
pregnancy_specific_ranges,critical_min,DECIMAL_6_2,否,危急值下限,数字输入,需要紧急处理的最小值,,,
pregnancy_specific_ranges,critical_max,DECIMAL_6_2,否,危急值上限,数字输入,需要紧急处理的最大值,,,
pregnancy_specific_ranges,unit,VARCHAR_20,是,单位,文本输入,参数单位,"mmol/L;mg/dL;mmHg;kg;%;次/分",,
pregnancy_specific_ranges,reference_guideline,VARCHAR_100,否,参考指南,文本输入,数值来源的医学指南,,,

quality_control_rules,qc_rule_id,VARCHAR_50,是,质控规则ID,系统生成,唯一标识,,,,"数据质量控制规则表"
quality_control_rules,rule_description,VARCHAR_200,是,规则描述,文本输入,质控规则说明,,,
quality_control_rules,check_frequency,TINYINT,是,检查频率,下拉选择,质控检查频率,"1:实时;2:每日;3:每周;4:每月;5:按需",,
quality_control_rules,data_completeness_threshold,TINYINT,否,数据完整性阈值,数字输入,完整性要求百分比,"%","","如核心字段完整率需>=95%"
quality_control_rules,logical_consistency_rules,TEXT,否,逻辑一致性规则,文本域,逻辑检查规则描述,,,
quality_control_rules,temporal_consistency_rules,TEXT,否,时间一致性规则,文本域,时间序列检查规则,,,
quality_control_rules,action_on_failure,TINYINT,是,失败时操作,下拉选择,质控失败时的处理方式,"1:警告提示;2:阻止保存;3:标记待审核;4:自动修正",,

novel_biomarkers,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"新兴生物标志物检测表，基于2023-2024最新研究"
novel_biomarkers,test_date,DATE,是,检测日期,日期选择器,必填,,,
novel_biomarkers,gestational_week,TINYINT,是,检测孕周,数字输入,数值范围8-42,,,
novel_biomarkers,adiponectin_ug_ml,DECIMAL_6_2,否,脂联素,数字输入,数值范围验证,"μg/mL","","正常值:5-30μg/mL，GDM风险预测标志物"
novel_biomarkers,placental_growth_factor_pg_ml,DECIMAL_8_2,否,胎盘生长因子,数字输入,数值范围验证,"pg/mL","","PlGF，胎盘功能评估，正常值随孕周变化"
novel_biomarkers,soluble_endoglin_ng_ml,DECIMAL_6_2,否,可溶性内皮糖蛋白,数字输入,数值范围验证,"ng/mL","","sENG，血管内皮功能标志物"
novel_biomarkers,mirna_21_fold_change,DECIMAL_8_4,否,miRNA-21表达倍数,数字输入,数值范围验证,"倍","","相对于对照的表达倍数变化"
novel_biomarkers,mirna_29a_fold_change,DECIMAL_8_4,否,miRNA-29a表达倍数,数字输入,数值范围验证,"倍","","与胰岛素抵抗相关的miRNA"
novel_biomarkers,mirna_518d_fold_change,DECIMAL_8_4,否,miRNA-518d表达倍数,数字输入,数值范围验证,"倍","","胎盘特异性miRNA"
novel_biomarkers,betatrophin_ng_ml,DECIMAL_6_2,否,betatrophin,数字输入,数值范围验证,"ng/mL","","新型胰岛β细胞调节因子"
novel_biomarkers,irisin_ng_ml,DECIMAL_6_2,否,鸢尾素,数字输入,数值范围验证,"ng/mL","","运动相关肌肉因子，影响糖代谢"
novel_biomarkers,omentin_1_ng_ml,DECIMAL_6_2,否,网膜素-1,数字输入,数值范围验证,"ng/mL","","脂肪组织分泌的抗炎因子"
novel_biomarkers,visfatin_ng_ml,DECIMAL_6_2,否,内脂素,数字输入,数值范围验证,"ng/mL","","脂肪细胞分泌的胰岛素样因子"

metabolomics_profile,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"代谢组学谱表，基于最新代谢组学研究"
metabolomics_profile,test_date,DATE,是,检测日期,日期选择器,必填,,,
metabolomics_profile,gestational_week,TINYINT,是,检测孕周,数字输入,数值范围8-42,,,
metabolomics_profile,sampling_time,TINYINT,是,采样时间,下拉选择,必选,"1:空腹;2:餐后2小时;3:OGTT各时间点",,
metabolomics_profile,palmitic_acid_umol_l,DECIMAL_8_2,否,棕榈酸,数字输入,数值范围验证,"μmol/L","","16:0脂肪酸，GDM代谢标志物"
metabolomics_profile,oleic_acid_umol_l,DECIMAL_8_2,否,油酸,数字输入,数值范围验证,"μmol/L","","18:1脂肪酸"
metabolomics_profile,stearic_acid_umol_l,DECIMAL_8_2,否,硬脂酸,数字输入,数值范围验证,"μmol/L","","18:0脂肪酸"
metabolomics_profile,linoleic_acid_umol_l,DECIMAL_8_2,否,亚油酸,数字输入,数值范围验证,"μmol/L","","18:2不饱和脂肪酸"
metabolomics_profile,branched_chain_aa_umol_l,DECIMAL_8_2,否,支链氨基酸总量,数字输入,数值范围验证,"μmol/L","","BCAA(Leu+Ile+Val)与胰岛素抵抗相关"
metabolomics_profile,aromatic_aa_umol_l,DECIMAL_8_2,否,芳香族氨基酸总量,数字输入,数值范围验证,"μmol/L","","AAA(Phe+Tyr+Trp)"
metabolomics_profile,glycine_umol_l,DECIMAL_8_2,否,甘氨酸,数字输入,数值范围验证,"μmol/L","","与GDM风险负相关"
metabolomics_profile,serine_umol_l,DECIMAL_8_2,否,丝氨酸,数字输入,数值范围验证,"μmol/L","","糖代谢相关氨基酸"
metabolomics_profile,acetylcarnitine_umol_l,DECIMAL_8_2,否,乙酰肉碱,数字输入,数值范围验证,"μmol/L","","脂肪酸β氧化标志物"
metabolomics_profile,propionylcarnitine_umol_l,DECIMAL_8_2,否,丙酰肉碱,数字输入,数值范围验证,"μmol/L","","支链氨基酸代谢产物"

ai_risk_assessment,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"AI风险评估表，集成机器学习预测模型"
ai_risk_assessment,assessment_date,DATE,是,评估日期,日期选择器,必填,,,
ai_risk_assessment,gestational_week,TINYINT,是,评估孕周,数字输入,数值范围8-42,,,
ai_risk_assessment,model_version,VARCHAR_50,是,模型版本,下拉选择,使用的AI模型版本,"GDM-Pred-v2.1;DeepGDM-v1.3;MetaGDM-v1.0","","记录使用的具体AI模型"
