字段名 (英文),字段名 (中文),数据类型,描述,示例
multidisciplinaryCare.rehabilitation,多学科协作.康复科,String,"康复科参与。<br>**建议值**: `不需要`, `会诊`, `转诊`",会诊
followUp.nextVisit,随访.下次随访,String,"下次随访时间",3个月后
followUp.urgentReviewCriteria,随访.紧急复诊标准,String,"紧急复诊标准",静息痛、新发溃疡、感染征象
followUp.long TermManagement,随访.长期管理,String,"长期管理计划",生活方式干预，药物治疗，定期监测
complications.acute LimbIschemia,并发症.急性肢体缺血,String,"急性肢体缺血风险。<br>**建议值**: `低`, `中`, `高`",低
complications.criticalLimbIschemia,并发症.危重肢体缺血,String,"危重肢体缺血风险。<br>**建议值**: `低`, `中`, `高`",低
complications.ulceration,并发症.溃疡形成,String,"溃疡形成风险。<br>**建议值**: `低`, `中`, `高`",中
complications.infection,并发症.感染,String,"感染风险。<br>**建议值**: `低`, `中`, `高`",中
complications.gangrene,并发症.坏疽,String,"坏疽风险。<br>**建议值**: `低`, `中`, `高`",低
specialConsiderations.diabeticFoot,特殊考虑.糖尿病足,String,"糖尿病足特殊考虑",需要加强足部护理和监测
specialConsiderations.renalImpairment,特殊考虑.肾功能不全,String,"肾功能不全特殊考虑",造影剂使用需要谨慎
specialConsiderations.heartFailure,特殊考虑.心力衰竭,String,"心力衰竭特殊考虑",无
specialConsiderations.frailty,特殊考虑.衰弱,String,"衰弱特殊考虑",无明显衰弱
specialConsiderations.cognitiveImpairment,特殊考虑.认知功能障碍,String,"认知功能障碍特殊考虑",无
researchParticipation.clinicalTrials,研究参与.临床试验,String,"临床试验参与意愿。<br>**建议值**: `愿意`, `不愿意`, `考虑中`",考虑中
researchParticipation.registryStudies,研究参与.登记研究,String,"登记研究参与",愿意参加PAD登记研究
diagnosisImpression,诊断/印象,String,医生对周围血管病变检查结果的综合诊断或印象。,左下肢动脉粥样硬化性疾病，股浅动脉中度狭窄，Fontaine IIa期
recommendation,建议,String,医生根据检查结果提出的建议。,危险因素控制，抗血小板和调脂治疗，督导下运动训练，血管外科会诊评估介入治疗
