字段名 (英文),字段名 (中文),数据类型,描述,示例
medications.antihypertensive.betaBlocker,药物治疗.降压药.β受体阻滞剂,String,"β受体阻滞剂使用情况",未使用
medications.antihypertensive.calciumChannelBlocker,药物治疗.降压药.钙通道阻滞剂,String,"钙通道阻滞剂使用情况",氨氯地平5mg daily
medications.antihypertensive.diuretic,药物治疗.降压药.利尿剂,String,"利尿剂使用情况",氢氯噻嗪25mg daily
medications.antidiabetic.metformin,药物治疗.降糖药.二甲双胍,String,"二甲双胍使用情况",二甲双胍500mg bid
medications.antidiabetic.sulfonylurea,药物治疗.降糖药.磺脲类,String,"磺脲类药物使用情况",格列齐特80mg daily
medications.antidiabetic.insulin,药物治疗.降糖药.胰岛素,String,"胰岛素使用情况",未使用
medications.lipidLowering.statin,药物治疗.调脂药.他汀类,String,"他汀类药物使用情况",阿托伐他汀20mg daily
medications.lipidLowering.ezetimibe,药物治疗.调脂药.依折麦布,String,"依折麦布使用情况",未使用
medications.lipidLowering.fibrate,药物治疗.调脂药.贝特类,String,"贝特类药物使用情况",未使用
medications.antiplatelet.aspirin,药物治疗.抗血小板.阿司匹林,String,"阿司匹林使用情况",肠溶阿司匹林100mg daily
medications.antiplatelet.clopidogrel,药物治疗.抗血小板.氯吡格雷,String,"氯吡格雷使用情况",未使用
medications.anticoagulant.warfarin,药物治疗.抗凝.华法林,String,"华法林使用情况",未使用
medications.anticoagulant.doac,药物治疗.抗凝.新型口服抗凝药,String,"DOAC使用情况",未使用
medications.adherence,药物治疗.依从性,String,"用药依从性。<br>**建议值**: `良好`, `一般`, `较差`",一般
complications.cerebrovascular,并发症.脑血管,String,"脑血管并发症",无
complications.peripheralArterial,并发症.外周动脉,String,"外周动脉疾病",无
complications.heartFailure,并发症.心力衰竭,String,"心力衰竭",无
complications.arrhythmia,并发症.心律失常,String,"心律失常",偶发房性早搏
complications.renalImpairment,并发症.肾功能不全,String,"肾功能不全",无
treatmentTargets.bloodPressure,治疗目标.血压,String,"血压控制目标",<130/80 mmHg
treatmentTargets.ldlCholesterol,治疗目标.LDL胆固醇,String,"LDL-C控制目标",<2.6 mmol/L
treatmentTargets.hba1c,治疗目标.糖化血红蛋白,String,"HbA1c控制目标",<7.0%
treatmentTargets.bodyWeight,治疗目标.体重,String,"体重控制目标",减重5-10%
treatmentTargets.smokingCessation,治疗目标.戒烟,String,"戒烟目标",已戒烟
follow Up.nextVisit,随访.下次随访,String,"下次随访时间",3个月后
followUp.monitoringPlan,随访.监测计划,String,"随访监测计划",血压、血糖、血脂每3个月复查
followUp.lifestyle Counseling,随访.生活方式指导,String,"生活方式指导计划",饮食运动指导，戒烟支持
followUp.riskReassessment,随访.风险重评,String,"风险重新评估计划",6个月后重新评估心血管风险
prognosisAssessment.shortTerm,预后评估.短期预后,String,"短期预后（1年）。<br>**建议值**: `良好`, `一般`, `较差`",一般
prognosisAssessment.longTerm,预后评估.长期预后,String,"长期预后（10年）。<br>**建议值**: `良好`, `一般`, `较差`",一般
prognosisAssessment.event Risk,预后评估.事件风险,String,"心血管事件风险。<br>**建议值**: `低`, `中`, `高`",中
prognosisAssessment.mortality Risk,预后评估.死亡风险,String,"心血管死亡风险。<br>**建议值**: `低`, `中`, `高`",中
qualityOfLife.physicalFunction,生活质量.身体功能,String,"身体功能评估。<br>**建议值**: `良好`, `轻度受限`, `中度受限`, `重度受限`",轻度受限
qualityOfLife.socialFunction,生活质量.社会功能,String,"社会功能评估。<br>**建议值**: `良好`, `轻度受限`, `中度受限`, `重度受限`",良好
qualityOfLife.emotionalWellbeing,生活质量.情绪状态,String,"情绪状态评估。<br>**建议值**: `良好`, `轻度焦虑`, `中度焦虑`, `抑郁`",轻度焦虑
qualityOfLife.workProductivity,生活质量.工作效率,String,"工作效率影响。<br>**建议值**: `无影响`, `轻度影响`, `中度影响`, `重度影响`",轻度影响
economicBurden.directCosts,经济负担.直接费用,String,"年度直接医疗费用",约2万元
economicBurden.indirectCosts,经济负担.间接费用,String,"间接经济损失",工作效率下降
economicBurden.familyImpact,经济负担.家庭影响,String,"对家庭经济影响",轻度经济压力
preventiveMeasures.primaryPrevention,预防措施.一级预防,String,"一级预防措施",生活方式干预，药物预防
preventiveMeasures.secondaryPrevention,预防措施.二级预防,String,"二级预防措施（如适用）",未适用
preventiveMeasures.vaccinations,预防措施.疫苗接种,String,"推荐疫苗接种",流感疫苗
preventiveMeasures.screenings,预防措施.筛查,String,"其他疾病筛查",结肠镜、乳腺癌筛查
diagnosisImpression,诊断/印象,String,医生对心血管代谢风险评估的综合诊断或印象。,代谢综合征，中等心血管风险，需要综合干预
recommendation,建议,String,医生根据检查结果提出的建议。,强化生活方式干预，优化药物治疗，定期监测，目标导向治疗
