fieldName,displayName,dataType,description,exampleValue
lymphNode.stations,淋巴结.转移站位,String,"阳性淋巴结解剖站位。<br>**结肠淋巴结分站**:<br>- 中间淋巴结(肠系膜边缘):距肠壁3-5cm<br>- 中间淋巴结(血管旁):沿血管走行<br>- 中央淋巴结(根部):血管根部,距主动脉<1cm<br>**直肠淋巴结分站**:<br>- 直肠旁淋巴结(mesorectal nodes):直肠系膜内<br>- 肠系膜下动脉(IMA)根部淋巴结:253组<br>- 髂内/闭孔淋巴结(侧方淋巴结,仅直肠):282组<br>**建议值**: `肠系膜边缘淋巴结`, `肠系膜中间淋巴结`, `肠系膜中央淋巴结(253组)`, `直肠系膜旁淋巴结`, `髂内淋巴结(侧方)`<br>**临床意义**: 中央淋巴结(253组)转移提示预后差;直肠癌侧方淋巴结转移率5-10%,日本指南推荐侧方清扫,西方指南推荐新辅助放化疗",肠系膜中间淋巴结(2/3),肠系膜中央淋巴结(1/1)
surgery.type,手术.术式,String,"手术方式。<br>**结肠癌**:<br>- **右半结肠切除术**: 盲肠/升结肠/肝曲/横结肠近段癌,切除回结肠动静脉支配区域,吻合回肠-横结肠<br>- **扩大右半结肠切除术**: 横结肠中段癌,切除中结肠动脉支配区域<br>- **左半结肠切除术**: 降结肠/脾曲癌,切除左结肠动脉支配区域<br>- **乙状结肠切除术**: 乙状结肠癌,切除乙状结肠动脉支配区域<br>**直肠癌**:<br>- **前切除术(AR)**: 直肠上段癌,切除部分乙状结肠+直肠上段,吻合结肠-直肠,可保肛<br>- **低位前切除术(LAR)**: 直肠中段癌,切除乙状结肠+直肠中段,吻合结肠-直肠下段,可保肛<br>- **超低位前切除术(ultra-LAR)**: 直肠下段癌(距肛缘5-7cm),切除至括约肌上缘,吻合结肠-肛管,保肛率80-90%<br>- **经括约肌间切除术(ISR)**: 直肠下段癌(距肛缘3-5cm),部分切除内括约肌,保肛率60-70%<br>- **腹会阴联合切除术(APR/Miles)**: 直肠下段癌(距肛缘<3cm)或侵犯肛管/括约肌,切除直肠+肛管+括约肌,永久性结肠造口,无法保肛<br>**建议值**: `右半结肠切除术`, `扩大右半结肠切除术`, `左半结肠切除术`, `乙状结肠切除术`, `前切除术(AR)`, `低位前切除术(LAR)`, `超低位前切除术(ultra-LAR)`, `经括约肌间切除术(ISR)`, `腹会阴联合切除术(APR)`, `Hartmann术(不吻合)`,姑息性肿瘤切除`<br>**临床意义**: 直肠癌保肛率取决于肿瘤距肛缘距离,>7cm保肛率95%,5-7cm 80-90%,3-5cm 60-70%,<3cm <30%;新辅助放化疗后肿瘤退缩可提高保肛率10-20%",低位前切除术(LAR)
surgery.approach,手术.入路,String,"手术入路。<br>**开腹手术**: 传统,适合局部晚期/复杂病例<br>**腹腔镜手术**: 创伤小,恢复快,结肠癌首选<br>**机器人手术**: 3D视野,操作灵活,直肠癌优势明显(盆腔狭窄空间)<br>**临床意义**: COLOR II研究显示腹腔镜LAR vs 开腹LAR局部复发率无差异(5.0% vs 5.0%),3年DFS无差异;机器人直肠癌手术保肛率更高(85% vs 78%),吻合口漏更低(8% vs 12%),性功能/排尿功能保留更好<br>**建议值**: `开腹`, `腹腔镜`, `机器人辅助`, `腹腔镜转开腹`",腹腔镜
surgery.tme,手术.TME质量,String,"全直肠系膜切除(TME)质量评估(仅直肠癌)。<br>**Quirke分级**(病理医师评估直肠系膜筋膜完整性):<br>- **完整TME**: 直肠系膜筋膜完整光滑,无缺损,局部复发率<5%<br>- **近乎完整TME**: 小面积缺损(<5mm深),局部复发率5-10%<br>- **不完整TME**: 大面积缺损(>5mm深),可见肌层,局部复发率15-30%<br>**建议值**: `不适用(结肠癌)`, `完整TME`, `近乎完整TME`, `不完整TME`<br>**临床意义**: TME技术是降低直肠癌局部复发的最重要因素,完整TME局部复发率从25-30%降至<5%;不完整TME是局部复发最强预测因素",完整TME
surgery.distMargin,手术.远端切缘,String,"远端切缘状态及距离。<br>**AJCC要求**: 结肠癌≥5cm,直肠癌≥2cm(传统)或≥1cm(TME技术)<br>**建议值**: `阴性(距离Xcm)`, `阳性(癌累及切缘)`<br>**临床意义**: 直肠癌TME技术使远端切缘要求从5cm降至1-2cm,1cm切缘局部复发率与5cm相似;远端切缘阳性是局部复发高危因素,需补充放疗或再次手术",阴性(距离2.5cm)
surgery.proxMargin,手术.近端切缘,String,"近端切缘状态。<br>**AJCC要求**: ≥5cm<br>**建议值**: `阴性(距离Xcm)`, `阳性(癌累及切缘)`<br>**临床意义**: 近端切缘阳性罕见(<1%),提示手术切除不足",阴性(距离8cm)
surgery.radialMargin,手术.环周切缘,String,"环周切缘/系膜切缘(CRM,仅直肠癌)。<br>**定义**: 肿瘤或淋巴结距直肠系膜筋膜(mesorectal fascia,MRF)的最短垂直距离<br>**判断标准**:<br>- **CRM阴性**: >1mm,R0切除<br>- **CRM阳性**: ≤1mm,R1切除,局部复发率从5%升至20-30%,5年生存率从60%降至30%<br>**建议值**: `不适用(结肠癌)`, `CRM阴性(>1mm)`, `CRM阳性(≤1mm,距离Xmm)`, `CRM阳性(0mm,肿瘤累及切缘)`<br>**临床意义**: CRM是直肠癌最重要的病理预后因素(比T/N分期更重要);CRM阳性是新辅助放化疗的绝对指征(术前mrCRM+需新辅助);CRM阳性患者需术后辅助放化疗",CRM阴性(距离3mm)
treatment.neoadjuvant.indication,治疗.新辅助.适应症,String,"新辅助治疗适应症(主要针对直肠癌)。<br>**直肠癌新辅助放化疗适应症**(NCCN指南):<br>- cT3-4(肿瘤侵犯直肠周围脂肪或邻近器官)<br>- cN+(任何淋巴结阳性)<br>- mrCRM阳性(肿瘤距MRF≤1mm)<br>- mrEMVI阳性(壁外血管侵犯)<br>- 低位直肠癌(距肛缘<5cm)希望提高保肛率<br>**结肠癌**: 通常不行新辅助治疗,cT4b侵犯邻近器官可考虑<br>**建议值**: `无新辅助指征`, `cT3-4`, `cN+`, `mrCRM+`, `mrEMVI+`, `低位直肠癌(提高保肛)`<br>**临床意义**: 新辅助放化疗使局部复发率从15-20%降至5-8%,R0切除率从70%升至85-90%,保肛率提高10-20%",cT3N1 mrCRM阴性
treatment.neoadjuvant.regimen,治疏.新辅助.方案,String,"新辅助治疗方案(主要针对直肠癌)。<br>**长程放化疗(LCRT)**:<br>- 放疗50.4Gy/28fx(5-6周)+同步卡培他滨825mg/m² bid或持续静脉氟尿嘧啶<br>- 休息6-8周后手术<br>- pCR率15-20%<br>**短程放疗(SCRT)**:<br>- 放疗25Gy/5fx(1周),1周内手术或休息6-8周后手术<br>- pCR率<5%(即刻手术),10-15%(延迟手术)<br>**全程新辅助治疗(TNT)**:<br>- SCRT(25Gy/5fx)+CAPOX/FOLFOX 4-6周期,休息6-8周后手术<br>- 或 LCRT(50.4Gy)+mFOLFIRINOX 4周期,休息6-8周后手术<br>- pCR率25-35%,3年DFS 75% vs LCRT 63%(RAPIDO研究)<br>**建议值**: `未行新辅助`, `长程放化疗(LCRT 50.4Gy+卡培他滨)`, `短程放疗(SCRT 25Gy/5fx,即刻手术)`, `短程放疗(SCRT 25Gy/5fx,延迟手术)`, `全程新辅助(SCRT+CAPOX)`, `全程新辅助(LCRT+mFOLFIRINOX)`<br>**临床意义**: TNT是局部晚期直肠癌新标准(2018 RAPIDO,2020 PRODIGE-23),显著降低远处转移;LCRT更适合降期保肛,SCRT更适合快速手术;TNT pCR率最高,pCR患者5年生存率>85%",全程新辅助(SCRT+CAPOX)
treatment.adjuvant.indication,治疗.辅助.适应症,String,"辅助化疗适应症。<br>**结肠癌**:<br>- **III期**(任何pN+): 所有患者均需辅助化疗(除外高龄/体力状态差/严重合并症)<br>- **II期**: 仅高危因素患者需化疗<br>  - **高危II期**: pT4/低分化/脉管侵犯/神经侵犯/肿瘤出芽Bd3/术前肠梗阻或穿孔/淋巴结检出<12枚/CRM+/MSS/年轻(<50岁)<br>  - **低危II期**: 无上述高危因素,可单纯观察(MSI-H患者不从氟尿嘧啶单药获益,但可从奥沙利铂双药获益)<br>- **I期**: 不需辅助化疗<br>**直肠癌**:<br>- **新辅助放化疗后**: ypIII期需辅助化疗,ypII期高危需化疗,ypI期/ypCR可观察<br>- **未新辅助**: 同结肠癌<br>**建议值**: `无辅助化疗指征(I期/低危II期)`, `高危II期(需化疗)`, `III期(需化疗)`, `ypIII期(新辅助后,需化疗)`, `MSI-H II期(不从单药获益)`<br>**临床意义**: III期辅助化疗使5年生存率从50%升至70%,绝对获益20%;高危II期获益10-15%;低危II期获益<5%,过度治疗风险大;MSI-H II期不从氟尿嘧啶单药获益",III期(需辅助化疗)
treatment.adjuvant.regimen,治疗.辅助.方案,String,"辅助化疗方案。<br>**FOLFOX方案**(奥沙利铂+亚叶酸钙+氟尿嘧啶):<br>- III期结肠癌标准方案,6个月12周期<br>- 3年DFS 73% vs 单药氟尿嘧啶62%(MOSAIC研究)<br>- 神经毒性累积,60%患者出现,20%持续>1年<br>**CAPOX方案**(奥沙利铂+卡培他滨):<br>- 疗效与FOLFOX相似,更方便(口服卡培他滨)<br>- 3个月vs 6个月疗程争议:低危III期(T1-3N1)3个月非劣,高危III期(T4/N2)仍推荐6个月(IDEA研究)<br>**卡培他滨单药**:<br>- 用于高龄/体弱/不耐受奥沙利铂患者,疗效略低于FOLFOX(3年DFS 65%)<br>**氟尿嘧啶单药**: 已不推荐<br>**建议值**: `未行辅助化疗`, `FOLFOX 6个月`, `CAPOX 6个月`, `CAPOX 3个月(低危III期)`, `卡培他滨单药`, `其他方案`<br>**临床意义**: 奥沙利铂双药是III期标准,使3年DFS从62%升至73%;低危III期(T1-3N1)CAPOX 3个月非劣于6个月,减少神经毒性;高危III期(T4/N2)仍需6个月",CAPOX 6个月
treatment.antiEGFR.indication,治疗.抗EGFR.适应症,String,"抗EGFR单抗适应症(转移性结直肠癌)。<br>**必要条件**(全部满足):<br>- **RAS野生型**: KRAS+NRAS野生型(RAS突变是绝对禁忌)<br>- **BRAF野生型**: BRAF V600E突变疗效差,通常不用抗EGFR单药(可用BRAF抑制剂三联)<br>- **左半结肠/直肠癌**: 左侧肿瘤疗效显著优于右侧(左侧ORR 60-70%,右侧<30%)<br>- **MSS**: MSI-H肿瘤首选免疫治疗<br>**最佳获益人群**: RAS/BRAF野生型+左侧+MSS,ORR 60-70%,PFS 12月,OS 35-40月<br>**不适用人群**: RAS突变(绝对禁忌)、右侧肿瘤(疗效差,首选贝伐珠单抗)、MSI-H(首选免疫治疗)<br>**建议值**: `不适用(RAS突变)`, `不适用(右侧肿瘤)`, `适用(RAS/BRAF wt,左侧,MSS)`, `BRAF V600E+(仅用于三联方案)`<br>**临床意义**: 抗EGFR单抗(西妥昔单抗/帕尼单抗)是RAS野生型左侧mCRC一线标准,ORR 60-70%,显著优于贝伐珠单抗;PARADIGM研究显示左侧RAS wt患者帕尼单抗OS 37.9月 vs 贝伐珠单抗34.3月",适用(RAS/BRAF wt,左侧,MSS)
treatment.antiEGFR.agent,治疗.抗EGFR.药物,String,"抗EGFR单抗药物。<br>**西妥昔单抗(Cetuximab,爱必妥)**:<br>- IgG1单抗,嵌合型(75%人源+25%鼠源)<br>- 用法:初始量400mg/m²,维持250mg/m² qw,或500mg/m² q2w<br>- 常联合化疗(FOLFOX/FOLFIRI)或单药<br>- 不良反应:痤疮样皮疹(80-90%,与疗效正相关)、输液反应(5-10%)、低镁血症<br>**帕尼单抗(Panitumumab,维克替比)**:<br>- IgG2单抗,全人源化<br>- 用法:6mg/kg q2w<br>- 疗效与西妥昔单抗相似,输液反应更少(<1%)<br>**建议值**: `未使用`, `西妥昔单抗+FOLFIRI`, `西妥昔单抗+FOLFOX`, `西妥昔单抗单药`, `帕尼单抗+FOLFOX`, `帕尼单抗单药`<br>**临床意义**: 两药疗效相似,选择取决于可及性和输液反应风险;皮疹严重程度与疗效正相关,Grade 2-3皮疹患者ORR 70-80% vs Grade 0-1仅30-40%",西妥昔单抗+FOLFIRI
treatment.brafInhibitor,治疗.BRAF抑制剂,String,"BRAF V600E靶向治疗(转移性结直肠癌)。<br>**BEACON三联方案**(FDA批准,二线及以后):<br>- 依西美替尼(Encorafenib,BRAF抑制剂)300mg qd<br>- 康奈非尼(Binimetinib,MEK抑制剂)45mg bid<br>- 西妥昔单抗(抗EGFR)400mg/m²首剂,后250mg/m² qw<br>- BEACON研究:三联ORR 26%,中位OS 9.3月 vs 对照5.4月(HR 0.52)<br>**BEACON二联方案**(依西美替尼+西妥昔单抗):<br>- ORR 20%,中位OS 8.4月,优于对照5.4月<br>**2025更新:BREAKWATER研究**(一线治疗):<br>- 依西美替尼+西妥昔单抗+mFOLFOX6 vs 标准化疗±贝伐珠单抗<br>- 中位PFS 12.8月 vs 7.1月,中位OS 30.3月 vs 15.1月<br>- 2025 FDA加速批准一线适应症<br>**建议值**: `不适用(BRAF野生型)`, `BEACON三联(依西美替尼+康奈非尼+西妥昔单抗,二线)`, `BEACON二联(依西美替尼+西妥昔单抗,二线)`, `依西美替尼+西妥昔单抗+mFOLFOX6(一线,2025)`<br>**临床意义**: BRAF V600E+MSS患者预后极差,BEACON方案使生存翻倍;2025 BREAKWATER研究显示一线三联化疗+靶向OS达30月,改写BRAF突变mCRC治疗格局",依西美替尼+西妥昔单抗+mFOLFOX6(一线)
treatment.immunotherapy.indication,治疗.免疫治疗.适应症,String,"免疫检查点抑制剂适应症。<br>**MSI-H/dMMR结直肠癌**(转移性):<br>- 帕博利珠单抗(Pembrolizumab)单药:FDA批准一线/二线治疗,ORR 30-40%,中位PFS>16月,2年OS率60-70%<br>- 纳武利尤单抗(Nivolumab)单药或+伊匹木单抗:ORR 31-55%<br>**适应症人群**: MSI-H/dMMR占15%结直肠癌(II期20%,III期15%,IV期10%)<br>**不适用人群**: MSS结直肠癌(占85%),免疫治疗单药ORR<5%,无效<br>**建议值**: `不适用(MSS)`, `适用(MSI-H/dMMR)`, `MSI-H一线单药免疫`, `MSI-H二线及以后免疫`<br>**临床意义**: MSI-H/dMMR是免疫治疗最强生物标志物,帕博利珠单抗使MSI-H mCRC中位PFS从化疗6月延长至>16月,2年OS率从化疗30%升至70%;MSI-H mCRC首选免疫治疗,化疗疗效差且副作用大",适用(MSI-H/dMMR)
treatment.immunotherapy.agent,治疗.免疫治疗.药物,String,"免疫检查点抑制剂药物。<br>**帕博利珠单抗(Pembrolizumab,可瑞达)**:<br>- PD-1抑制剂,200mg q3w或400mg q6w<br>- KEYNOTE-177研究(一线):MSI-H mCRC,PFS 16.5月 vs 化疗8.2月,ORR 43.8% vs 33.1%<br>- KEYNOTE-164研究(二线):ORR 33%,中位DOR 31月<br>**纳武利尤单抗(Nivolumab,欧狄沃)**:<br>- PD-1抑制剂,240mg q2w或480mg q4w<br>- CheckMate 142(单药):ORR 31%,12月PFS率50%<br>- CheckMate 142(+伊匹木单抗):ORR 55%,12月PFS率71%<br>**纳武利尤单抗+伊匹木单抗(Ipilimumab,CTLA-4抑制剂)**:<br>- 纳武利尤单抗3mg/kg+伊匹木单抗1mg/kg q3w×4,后纳武利尤单抗维持<br>- ORR更高(55%),但不良反应更多(Grade 3-4 32%)<br>**国产PD-1抑制剂**: 信迪利单抗、替雷利珠单抗、卡瑞利珠单抗等,MSI-H结直肠癌适应症<br>**建议值**: `未使用`, `帕博利珠单抗单药`, `纳武利尤单抗单药`, `纳武利尤单抗+伊匹木单抗`, `信迪利单抗`, `替雷利珠单抗`<br>**临床意义**: 帕博利珠单抗是MSI-H mCRC一线标准(KEYNOTE-177),避免化疗毒性;纳武利尤单抗+伊匹木单抗ORR最高但毒性大,适合体力状态好的患者",帕博利珠单抗单药
prognosis.pCR,预后.病理完全缓解,String,"新辅助治疗后病理完全缓解(pCR,仅新辅助患者)。<br>**定义**: ypT0N0,原发肿瘤和淋巴结均无残存癌<br>**直肠癌pCR率**:<br>- LCRT(长程放化疗):15-20%<br>- SCRT(短程放疗延迟手术):10-15%<br>- TNT(全程新辅助):25-35%<br>**建议值**: `不适用(未新辅助)`, `pCR(ypT0N0)`, `近pCR(ypT0N+或ypT1-2N0)`, `无pCR(ypT3-4或ypN+)`<br>**临床意义**: pCR是最强预后因素,pCR患者5年生存率>85%,局部复发率<5%;pCR患者可考虑器官保留策略(Watch & Wait,观察等待,避免手术);近pCR(肿瘤退缩分级TRG 1-2)预后也明显优于无反应者",pCR(ypT0N0)
prognosis.fiveYearSurvival,预后.5年生存率,String,"基于分期的5年生存率估计。<br>**结肠癌5年生存率**:<br>- I期:90-95%<br>- IIA期:80-85%<br>- IIB期:70-75%<br>- IIC期:55-60%<br>- IIIA期:80-85%<br>- IIIB期:65-75%<br>- IIIC期:45-55%<br>- IVA期:15-20%<br>- IVB期:5-10%<br>- IVC期:<5%<br>**直肠癌**: 分期生存率与结肠癌相似,但局部复发率更高(5-10% vs <5%)<br>**调整因素**: MSI-H预后好(+10-15%),BRAF V600E+MSS预后极差(-30%),低分化(-10-15%),LVI/PNI/TD/Bd3(-10-15%),CRM+(-20-30%)<br>**建议值**: 根据分期自动估算,如`70-75%(IIB期)`",65-75%(IIIB期)
followUp.schedule,随访.方案,String,"术后随访方案。<br>**NCCN指南推荐**:<br>- **1-2年**: 每3-6个月随访,体检+CEA,每年1次胸腹盆CT,肠镜(术后1年,若正常3年后复查)<br>- **3-5年**: 每6个月随访,体检+CEA,每年1次CT,5年时肠镜<br>- **>5年**: 每年随访,肠镜每5年<br>**监测项目**:<br>- CEA:最重要,复发敏感性80%,每次随访必查<br>- CT(胸腹盆):检测肝肺转移,每年1次×5年<br>- 肠镜:检测局部复发和异时性肿瘤,术后1年、3年、5年<br>- 直肠MRI(仅直肠癌):检测局部复发,术前有高危因素者每6个月×2年<br>**建议值**: `NCCN标准随访方案`, `强化随访(高危患者,缩短间隔)`, `简化随访(低危/高龄患者)`<br>**临床意义**: 80%复发发生在术后2年内,密切随访可早期发现可切除转移灶,20-30%肝/肺寡转移患者手术切除后5年生存率30-40%",NCCN标准随访方案
followUp.ctDNA,随访.ctDNA,String,"循环肿瘤DNA(ctDNA)监测。<br>**定义**: 外周血检测肿瘤特异性突变(如KRAS/BRAF/TP53)或甲基化标志物,评估微小残留病灶(MRD)<br>**临床应用**:<br>- **术后MRD检测**: 术后4-8周ctDNA+提示高复发风险(80-90%患者2年内复发),可指导辅助化疗决策<br>- **疗效监测**: ctDNA下降提示疗效好,持续阳性/复升提示耐药或复发<br>- **复发监测**: ctDNA检测复发比影像学早3-6个月,敏感性85-90%<br>**建议值**: `未检测`, `ctDNA阴性(MRD-)`, `ctDNA阳性(MRD+,高复发风险)`, `ctDNA转阴(疗效好)`, `ctDNA复升(提示复发)`<br>**临床意义**: ctDNA是精准MRD监测工具,术后ctDNA+患者复发率>80%,需强化辅助治疗和密切随访;ctDNA检测比CEA更敏感(85% vs 65%),比影像学更早3-6个月;II期ctDNA-患者复发率<5%,可免除辅助化疗",ctDNA阴性(MRD-)
