fieldName,displayName,dataType,description,exampleValue
surgery.residualDisease,手术.残余病灶,String,"术后残余肿瘤大小。<br>**定义**:<br>- **R0**: 无肉眼残留(完全切除),最佳预后,中位OS 80-100月<br>- **R1**: 残留肿瘤≤1cm(最佳减瘤),次佳预后,中位OS 40-50月<br>- **R2**: 残留肿瘤>1cm(次优减瘤),差预后,中位OS 25-35月<br>**建议值**: `R0(无肉眼残留)`, `R1(残留≤1cm)`, `R2(残留>1cm,具体Xcm)`<br>**临床意义**: 残余病灶大小是最强预后因素(比分期更重要),R0 vs R1 vs R2 中位OS分别为100月 vs 40月 vs 30月;手术目标是达到R0,但仅50-60%晚期患者能达到R0;不可切除患者应选择新辅助化疗后间歇性减瘤术(IDS),IDS后R0率70-80% vs PDS 40-50%",R0(无肉眼残留)
surgery.lymphadenectomy,手术.淋巴结清扫,String,"淋巴结清扫范围。<br>**系统性淋巴结清扫**: 盆腔淋巴结(髂总、髂内、髂外、闭孔、骶前)+腹主动脉旁淋巴结(肾下至骶岬)<br>**选择性淋巴结清扫**: 仅切除肿大淋巴结<br>**未清扫**: 仅取样或未取淋巴结<br>**建议值**: `系统性淋巴结清扫(盆腔+腹主动脉旁)`, `盆腔淋巴结清扫`, `选择性清扫(肿大淋巴结)`, `未清扫`<br>**临床意义**: 系统性淋巴结清扫争议大,随机对照试验(LION研究)显示系统性清扫不改善OS(69.2月 vs 65.5月)或PFS(25.5月 vs 26.0月),反而增加并发症(淋巴囊肿、淋巴水肿);早期卵巢癌(IA-IB期G1-2)可省略淋巴结清扫;晚期卵巢癌若已达R0,系统性清扫无额外获益",系统性淋巴结清扫
treatment.neoadjuvant,治疗.新辅助化疗,String,"新辅助化疗(NACT)。<br>**适应症**:<br>- 不可切除的晚期卵巢癌(广泛腹膜播散、肠系膜根部受累、多处肠管受累、肝实质转移)<br>- 手术风险高患者(高龄、体力状态差、严重合并症)<br>- 腹腔镜探查评估不可达R0切除者<br>**方案**: 卡铂AUC 5-6+紫杉醇175mg/m² q3w,3-4周期,间歇性减瘤术(IDS)后继续化疗至6-8周期<br>**疗效**: NACT+IDS vs PDS随机对照试验(CHORUS、EORTC)显示总生存无差异(中位OS 24-30月),但NACT组手术并发症更少、R0切除率更高(70-80% vs 40-50%)<br>**建议值**: `未行新辅助化疗`, `NACT 3周期(卡铂+紫杉醇)`, `NACT 4周期(卡铂+紫杉醇)`, `NACT+贝伐珠单抗`<br>**临床意义**: NACT适用于不可切除或手术风险高患者,可提高R0切除率,降低手术并发症;NACT不劣于PDS,中位OS相似;但能达R0的患者仍首选PDS,预后更好",NACT 3周期(卡铂AUC5+紫杉醇175mg/m²)
treatment.adjuvant,治疗.辅助化疗,String,"术后辅助化疗。<br>**I期**: IA-IB期G1不需化疗,IC期或IA-IB期G2-3需化疗3-6周期,5年生存率从75%升至90%<br>**II-IV期**: 所有患者均需辅助化疗6-8周期,晚期患者标准为6周期<br>**标准方案**: 卡铂AUC 5-6+紫杉醇175mg/m² q3w×6周期<br>**剂量密集方案**: 卡铂AUC 6 d1+紫杉醇80mg/m² d1/d8/d15 q3w×6周期,日本JGOG 3016研究显示剂量密集PFS 28月 vs 标准17月(HR 0.76),OS 100月 vs 62月,但欧美GOG 262研究未证实获益<br>**腹腔化疗**: 静脉紫杉醇+腹腔顺铂+腹腔紫杉醇,GOG 172研究显示中位OS 66月 vs 静脉50月,但毒性大,目前较少使用<br>**建议值**: `未行辅助化疗(早期低危)`, `卡铂+紫杉醇 q3w×3周期`, `卡铂+紫杉醇 q3w×6周期`, `剂量密集(weekly紫杉醇)`, `腹腔化疗`<br>**临床意义**: 铂类+紫杉醇双药是标准,使晚期卵巢癌中位OS从20月升至40月;剂量密集方案在亚洲人群有获益,但欧美人群无明确获益;腹腔化疗OS获益明显但毒性大、依从性差,已较少使用",卡铂AUC5+紫杉醇175mg/m² q3w×6周期
treatment.bevacizumab,治疗.贝伐珠单抗,String,"贝伐珠单抗(抗VEGF单抗)。<br>**一线联合化疗+维持**(GOG 218、ICON7研究):<br>- 卡铂+紫杉醇+贝伐珠单抗15mg/kg q3w×5-6周期,后贝伐珠单抗维持至12-15个月<br>- ICON7研究: 高危患者(III期次优减瘤或IV期)PFS 18.1月 vs 对照14.5月(HR 0.73),OS获益不明显<br>**适应症**: III期次优减瘤(残留>1cm)或IV期高危患者<br>**不良反应**: 高血压(25%)、蛋白尿(20%)、出血(5%)、胃肠穿孔(2-3%,致命性)<br>**建议值**: `未使用`, `一线联合化疗+维持(15mg/kg q3w)`, `复发联合化疗`, `单药维持`<br>**临床意义**: 贝伐珠单抗联合化疗+维持治疗使高危患者PFS延长3-4个月,但OS获益不明显;贝伐珠单抗增加胃肠穿孔风险,需警惕;贝伐珠单抗可与PARP抑制剂联合(PAOLA-1研究)",一线联合化疗+维持(15mg/kg q3w×15个月)
treatment.parpInhibitor.indication,治疗.PARP抑制剂.适应症,String,"PARP抑制剂适应症。<br>**一线维持治疗**(术后化疗达CR/PR后):<br>- **BRCA突变**: 强适应症,奥拉帕利维持治疗中位PFS 56月 vs 安慰剂13.8月(SOLO-1研究),FDA/NMPA批准<br>- **HRD阳性**: 适应症,尼拉帕利维持治疗中位PFS 21.9月 vs 10.4月(PRIMA研究),FDA/NMPA批准<br>- **HRD阴性**: 疗效有限,尼拉帕利PFS 8.2月 vs 5.4月,获益小<br>**一线维持治疗+贝伐珠单抗**:<br>- **HRD阳性**: 奥拉帕利+贝伐珠单抗中位PFS 37.2月 vs 贝伐珠单抗17.7月(PAOLA-1研究)<br>**复发铂敏感维持治疗**: BRCA突变或HRD阳性,复发化疗达CR/PR后维持<br>**建议值**: `不适用(HRD阴性)`, `适用(BRCA突变,一线维持)`, `适用(HRD阳性,一线维持)`, `适用(BRCA突变,复发维持)`, `适用(HRD阳性,复发维持)`<br>**临床意义**: PARP抑制剂是卵巢癌最重要的靶向治疗,BRCA突变患者获益最大(PFS从14月延长至56月);NCCN/ESMO指南强烈推荐BRCA突变患者一线维持使用PARP抑制剂;HRD阳性非BRCA突变患者也有明确获益;所有HGSC患者应检测BRCA和HRD以评估PARP抑制剂适应症",适用(BRCA突变,一线维持)
treatment.parpInhibitor.agent,治疗.PARP抑制剂.药物,String,"PARP抑制剂药物。<br>**奥拉帕利(Olaparib)**:<br>- 用法: 300mg bid(150mg×2片,bid)<br>- SOLO-1研究(一线维持): BRCA突变患者中位PFS 56月 vs 13.8月(HR 0.33),7年随访显示67% vs 46%患者存活<br>- PAOLA-1研究(一线+贝伐珠单抗): HRD阳性患者中位PFS 37.2月 vs 17.7月<br>- FDA/NMPA批准: BRCA突变一线维持、HRD阳性一线维持(+贝伐珠单抗)、铂敏感复发维持<br>**尼拉帕利(Niraparib)**:<br>- 用法: 300mg qd(体重≥77kg或血小板≥150×10⁹/L),200mg qd(体重<77kg或血小板<150×10⁹/L,减量以降低血液毒性)<br>- PRIMA研究(一线维持): HRD阳性患者中位PFS 21.9月 vs 10.4月(HR 0.43);BRCA突变患者22.1月 vs 10.9月<br>- FDA/NMPA批准: 所有患者一线维持(不论BRCA/HRD状态)、铂敏感复发维持<br>**鲁卡帕利(Rucaparib)**:<br>- 用法: 600mg bid<br>- ARIEL3研究(复发维持): BRCA突变患者中位PFS 16.6月 vs 5.4月<br>- FDA批准: BRCA突变复发维持<br>**不良反应**: 恶心(70%)、乏力(60%)、贫血(40%)、血小板减少(30%)、中性粒细胞减少(25%)、MDS/AML(<2%)<br>**建议值**: `未使用`, `奥拉帕利300mg bid`, `奥拉帕利+贝伐珠单抗`, `尼拉帕利300mg qd`, `尼拉帕利200mg qd(减量)`, `鲁卡帕利600mg bid`<br>**临床意义**: 奥拉帕利是首个获批PARP抑制剂,BRCA突变患者获益最大(PFS延长42月);尼拉帕利无需BRCA检测即可使用,适用于所有患者;PARP抑制剂维持治疗应持续至疾病进展或不可耐受;PARP抑制剂耐药后可尝试铂类再挑战,仍有40-50%反应率",奥拉帕利300mg bid(维持24个月)
prognosis.fiveYearSurvival,预后.5年生存率,String,"基于分期的5年生存率估计。<br>**FIGO分期生存率**:<br>- IA期: 90-95%<br>- IB期: 85-90%<br>- IC期: 75-80%<br>- IIA期: 70-75%<br>- IIB期: 65-70%<br>- IIIA期: 50-60%<br>- IIIB期: 40-50%<br>- IIIC期: 30-40%<br>- IVA期: 25-30%<br>- IVB期: 15-20%<br>**调整因素**:<br>- BRCA突变: +15-20%(PARP抑制剂维持)<br>- HRD阳性: +10-15%(PARP抑制剂维持)<br>- R0切除: +30-40% vs R2<br>- 组织学类型: LGSC +20-30%,透明细胞癌 -10-15%<br>- 铂敏感复发: +20-30% vs 铂耐药<br>**建议值**: 根据分期自动估算,如`30-40%(IIIC期)`,并根据BRCA/HRD/手术残留调整",75-80%(IC期,BRCA突变+PARP抑制剂)
followUp.schedule,随访.方案,String,"术后随访方案。<br>**NCCN指南推荐**:<br>- **1-2年**: 每2-4个月随访,体检+CA125,必要时影像学检查(CT/MRI/PET-CT)<br>- **3-5年**: 每3-6个月随访,体检+CA125,必要时影像学<br>- **>5年**: 每6-12个月随访,体检+CA125<br>**监测项目**:<br>- CA125: 最重要,复发敏感性80%,每次随访必查;CA125升高(>2倍正常值或>基线)提示复发,但单纯CA125升高立即治疗vs等待症状再治疗总生存无差异(DESKTOP III研究)<br>- 影像学(CT/MRI): 有症状或CA125升高时检查,确认复发和评估可切除性<br>- PET-CT: 怀疑复发时使用,检测隐匿性病灶,敏感性90%<br>**建议值**: `NCCN标准随访方案`, `强化随访(高危患者)`, `简化随访(低危患者)`<br>**临床意义**: 70%复发发生在2年内,密切随访可早期发现复发;但早期治疗CA125升高(无症状)vs等待症状出现再治疗,总生存无差异(OV05/EORTC研究);铂敏感复发(治疗后>6个月)可二次减瘤手术+化疗,中位OS 50-60月",NCCN标准随访方案
followUp.platinumSensitivity,随访.铂敏感性,String,"复发时铂类敏感性。<br>**定义**: 根据末次铂类化疗至复发时间分类<br>**铂敏感复发**(>6个月): 60-70%复发患者,对铂类再挑战反应率60-80%,中位OS 50-60月<br>- **部分铂敏感**(6-12个月): 反应率60%,中位PFS 9-12月<br>- **完全铂敏感**(>12个月): 反应率80%,中位PFS 12-18月,可考虑二次减瘤手术<br>**铂耐药复发**(<6个月): 30-40%复发患者,对铂类反应率<15%,需非铂类化疗(脂质体多柔比星/拓扑替康/吉西他滨/紫杉醇),中位OS 12-18月<br>- **铂抵抗**(治疗中进展): 预后最差,中位OS 6-12月<br>**建议值**: `完全铂敏感(>12个月)`, `部分铂敏感(6-12个月)`, `铂耐药(<6个月)`, `铂抵抗(治疗中进展)`<br>**临床意义**: 铂敏感性是复发卵巢癌最重要的预后因素,铂敏感复发中位OS 50月 vs 铂耐药12月;铂敏感复发首选铂类再挑战+PARP抑制剂维持,铂耐药复发选择非铂类单药化疗;完全铂敏感复发(>12个月)可考虑二次减瘤手术,R0切除者中位OS可达60-80月",完全铂敏感(18个月复发)
