Category,Subcategory,Field_Name,Field_Name_CN,Data_Type,Unit,Value_Range,Normal_Range,Abnormal_Indicators,Clinical_Significance,Interpretation_Logic,Related_Diseases,Risk_Level,Recommended_Actions,LOINC_Code,Notes
Vessels,SMA,sma_stenosis,肠系膜上动脉狭窄,Boolean,,Yes/No,No,Yes,"SMA stenosis/occlusion","May cause mesenteric ischemia",Mesenteric_Ischemia,Critical,Vascular surgery,,"Chronic: mesenteric angina"
Vessels,Renal_Artery,renal_artery_stenosis,肾动脉狭窄,Boolean,,Yes/No,No,Yes,"Renal artery stenosis","May cause renovascular hypertension",Renovascular_Hypertension,Medium,Consider angioplasty,,"Fibromuscular dysplasia, atherosclerosis"

Musculoskeletal,Spine,vertebral_fracture,椎体骨折,Boolean,,Yes/No,No,Yes,"Vertebral compression fracture","Acute or chronic fracture",Vertebral_Fracture,Medium,Assess for malignancy vs osteoporosis,,"Pathologic vs osteoporotic"
Musculoskeletal,Spine,degenerative_changes,脊柱退行性改变,Boolean,,Yes/No,No,,"Degenerative spine changes","Osteophytes, disc space narrowing",,Low,Usually age-related,,"Very common, often asymptomatic"
Musculoskeletal,Bone,bone_lesion,骨病变,Boolean,,Yes/No,No,Yes,"Bone lesion detected","Lytic, sclerotic, or mixed",Bone_Metastasis,High,Further imaging/biopsy,,"Metastasis, myeloma, primary tumor"

Miscellaneous,Hernia,hernia,疝,Boolean,,Yes/No,No,,"Hernia present","Inguinal, femoral, ventral, incisional",,Low,Surgery if symptomatic/incarcerated,,"Very common"
Miscellaneous,Hernia,hernia_type,疝类型,Categorical,,"None/Inguinal/Femoral/Umbilical/Ventral/Incisional",,,"Type of hernia",,,Low,,,
Miscellaneous,Hernia,incarcerated_hernia,嵌顿疝,Boolean,,Yes/No,No,Yes,"Incarcerated/strangulated hernia","Bowel trapped in hernia, no contrast enhancement if strangulated",Incarcerated_Hernia,Critical,Urgent surgery,,"Strangulation: surgical emergency"

Report_Summary,Overall,primary_finding,主要发现,String,,,,,Primary diagnosis from abdominal CT,,,High,,,Most significant finding
Report_Summary,Overall,incidental_findings,偶然发现,String,,,,,Incidental findings,"Renal cysts, gallstones, hemangiomas",,Medium,Communicate significant findings,,"Many incidentalomas on abdominal CT"
Report_Summary,Recommendations,recommended_imaging,建议检查,String,,,,,Recommended follow-up or additional imaging,"MRI, US, repeat CT",,Medium,,,
Report_Summary,Recommendations,urgent_intervention,需紧急处理,Boolean,,Yes/No,No,Yes,"Urgent intervention needed","Bowel perforation, ischemia, AAA rupture, appendicitis",Emergency,Critical,Immediate communication,,"Directly contact clinician"

Report_Summary,Quality,radiologist_name,影像科医师,String,,,,,Reporting radiologist name,,,Low,,,
Report_Summary,Quality,report_date,报告日期,Date,,,,,Date of report generation,,,Low,,,"Format: YYYY-MM-DD"
