Category,Subcategory,Field_Name,Field_Name_CN,Data_Type,Unit,Value_Range,Normal_Range,Abnormal_Indicators,Clinical_Significance,Interpretation_Logic,Related_Diseases,Risk_Level,Recommended_Actions,LOINC_Code,Notes
Metabolic,Wernicke,wernicke_encephalopathy,韦尼克脑病,Boolean,,Yes/No,No,Yes,"Wernicke encephalopathy pattern","Mammillary bodies, thalamus, periaqueductal T2 hyperintensity",Wernicke_Encephalopathy,High,Urgent thiamine,,"Alcoholism, malnutrition"
Metabolic,Osmotic,osmotic_demyelination,渗透性脱髓鞘,Boolean,,Yes/No,No,Yes,"Osmotic demyelination syndrome (central pontine)","Pons T2 hyperintensity, rapid Na correction",Osmotic_Demyelination,High,Supportive care,,"Iatrogenic, correct Na slowly"
Metabolic,Hepatic,hepatic_encephalopathy,肝性脑病,Boolean,,Yes/No,No,Yes,"Hepatic encephalopathy MRI findings","Basal ganglia T1 hyperintensity (manganese deposition)",Hepatic_Encephalopathy,Medium,Treat liver disease,,"Chronic liver failure"

Report_Summary,Overall_Impression,primary_finding,主要发现,String,,,,,Primary radiological diagnosis,,,High,,,Most important finding
Report_Summary,Overall_Impression,differential_diagnosis,鉴别诊断,String,,,,,Differential diagnosis list,,,Medium,,,Alternative possibilities
Report_Summary,Overall_Impression,comparison_to_prior,与前次比较,String,,,,,Comparison with prior imaging if available,,,Medium,,,Progression/stability/improvement
Report_Summary,Recommendations,recommended_followup,建议随访,String,,,,,Follow-up imaging recommendations,"Repeat MRI in X months, contrast study, specific sequences",,Medium,,,
Report_Summary,Recommendations,clinical_correlation,临床相关,String,,,,,Recommend clinical correlation,"Neurological exam, LP, biopsy, lab tests",,Medium,,,Findings requiring workup
Report_Summary,Recommendations,urgent_action,紧急处理,Boolean,,Yes/No,No,Yes,"Urgent clinical action needed","Acute stroke, hemorrhage, mass effect, infection",Emergency,Critical,Immediate intervention,,"Communicate directly to clinician"

Report_Summary,Quality,radiologist_name,影像科医师,String,,,,,Reporting radiologist name,,,Low,,,
Report_Summary,Quality,report_date,报告日期,Date,,,,,Date of report generation,,,Low,,,"Format: YYYY-MM-DD"
Report_Summary,Quality,image_quality,图像质量,Categorical,,"Excellent/Good/Fair/Poor/Non-diagnostic",,Fair/Poor,"MRI image quality","Motion artifact, patient cooperation",,Medium,Repeat if non-diagnostic,,"Motion degrades MRI significantly"
