字段名 (英文),字段名 (中文),数据类型,描述,示例
qualityOfLife.maternalWellbeing,生活质量.母体健康,String,"母体健康状况。<br>**建议值**: `良好`, `一般`, `较差`",一般
qualityOfLife.anxietyDepression,生活质量.焦虑抑郁,String,"焦虑抑郁评估。<br>**建议值**: `无`, `轻度`, `中度`, `重度`",轻度
qualityOfLife.treatmentBurden,生活质量.治疗负担,String,"治疗负担感受。<br>**建议值**: `轻`, `中`, `重`",中
qualityOfLife.familyRelationships,生活质量.家庭关系,String,"家庭关系影响。<br>**建议值**: `无影响`, `轻度影响`, `明显影响`",轻度影响
economicBurden.directCosts.medical,经济负担.直接费用.医疗,String,"医疗费用增加",产前检查频次增加
economicBurden.directCosts.dietary,经济负担.直接费用.饮食,String,"特殊饮食费用",营养师咨询和特殊食品
economicBurden.indirectCosts.timeOff,经济负担.间接费用.请假,String,"请假时间成本",频繁产检影响工作
economicBurden.indirectCosts.familyCaregiver,经济负担.间接费用.家庭照护,String,"家庭照护成本",家人陪同产检
patientEducation.diseaseKnowledge,患者教育.疾病认知,String,"GDM疾病认知。<br>**建议值**: `差`, `一般`, `良好`",良好
patientEducation.selfManagementSkills,患者教育.自我管理技能,String,"自我管理技能。<br>**建议值**: `差`, `一般`, `良好`",良好
patientEducation.glucoseMonitoringTechnique,患者教育.血糖监测技术,String,"血糖监测技术掌握。<br>**建议值**: `差`, `一般`, `良好`",良好
patientEducation.insulinAdministration,患者教育.胰岛素注射,String,"胰岛素注射技术。<br>**建议值**: `差`, `一般`, `良好`, `不适用`",良好
patientEducation.hypoglycemiaRecognition,患者教育.低血糖识别,String,"低血糖识别和处理。<br>**建议值**: `差`, `一般`, `良好`",良好
patientEducation.dietaryCompliance,患者教育.饮食依从性,String,"饮食依从性。<br>**建议值**: `差`, `一般`, `良好`",一般
patientEducation.exerciseCompliance,患者教育.运动依从性,String,"运动依从性。<br>**建议值**: `差`, `一般`, `良好`",一般
multidisciplinaryCare.obstetrician,多学科协作.产科医生,String,"产科医生管理。<br>**建议值**: `主管`, `会诊`, `转诊`",主管
multidisciplinaryCare.endocrinologist,多学科协作.内分泌科医生,String,"内分泌科医生参与。<br>**建议值**: `主管`, `会诊`, `转诊`",会诊
multidisciplinaryCare.dietitian,多学科协作.营养师,String,"营养师参与。<br>**建议值**: `必需`, `建议`, `可选`",必需
multidisciplinaryCare.diabetesEducator,多学科协作.糖尿病教育者,String,"糖尿病教育者参与。<br>**建议值**: `必需`, `建议`, `可选`",建议
multidisciplinaryCare.perinatologist,多学科协作.围产医学专家,String,"围产医学专家参与。<br>**建议值**: `必需`, `建议`, `可选`",可选
multidisciplinaryCare.neonatologist,多学科协作.新生儿科医生,String,"新生儿科医生参与。<br>**建议值**: `必需`, `建议`, `可选`",建议
specialConsiderations.multipleGestation,特殊考虑.多胎妊娠,String,"多胎妊娠特殊考虑。<br>**建议值**: `不适用`, `需要考虑`",不适用
specialConsiderations.pregestationalDiabetes,特殊考虑.孕前糖尿病,String,"孕前糖尿病特殊考虑。<br>**建议值**: `不适用`, `需要考虑`",不适用
specialConsiderations.recurrentGdm,特殊考虑.复发性GDM,String,"复发性GDM特殊考虑。<br>**建议值**: `不适用`, `需要考虑`",需要考虑
specialConsiderations.earlyOnsetGdm,特殊考虑.早发GDM,String,"早发GDM特殊考虑。<br>**建议值**: `不适用`, `需要考虑`",不适用
specialConsiderations.severeInsulinResistance,特殊考虑.严重胰岛素抵抗,String,"严重胰岛素抵抗特殊考虑。<br>**建议值**: `不适用`, `需要考虑`",不适用
research Participation.clinicalTrials,研究参与.临床试验,String,"临床试验参与意愿。<br>**建议值**: `愿意`, `不愿意`, `考虑中`",考虑中
researchParticipation.biobank,研究参与.生物样本库,String,"生物样本库参与",愿意提供血液样本
researchParticipation.longitudinalStudy,研究参与.纵向研究,String,"纵向研究参与",愿意参加长期随访
technology Integration.cgmUsage,技术整合.连续血糖监测应用,String,"CGM技术应用",已使用CGM进行血糖管理
technologyIntegration.telemedicine,技术整合.远程医疗,String,"远程医疗应用",使用远程血糖数据传输
technologyIntegration.mobileApps,技术整合.移动应用,String,"移动应用使用",使用糖尿病管理APP
technologyIntegration.aiAssistance,技术整合.人工智能辅助,String,"AI辅助应用",AI血糖趋势预测
diagnosisImpression,诊断/印象,String,医生对妊娠期糖尿病检查结果的综合诊断或印象。,妊娠期糖尿病A1型，血糖控制一般，胎儿偏大
recommendation,建议,String,医生根据检查结果提出的建议。,加强饮食控制，规律运动，密切监测血糖，必要时启动胰岛素治疗
