时间,值
2025-04-17 06:20:00,6.8
2025-04-17 06:35:00,7.2
2025-04-17 06:50:00,7.6
2025-04-17 07:05:00,7.3
2025-04-17 07:20:00,6.9
2025-04-17 07:35:00,7.2
2025-04-17 07:50:00,7.8
2025-04-17 08:05:00,8.5
2025-04-17 08:20:00,8.8
2025-04-17 08:35:00,9.1
2025-04-17 08:50:00,9.4
2025-04-17 09:05:00,9.8
2025-04-17 09:20:00,10.0
2025-04-17 09:35:00,10.1
2025-04-17 09:50:00,9.7
2025-04-17 10:05:00,9.1
2025-04-17 10:20:00,8.3
2025-04-17 10:35:00,7.7
2025-04-17 10:50:00,7.3
2025-04-17 11:05:00,6.7
2025-04-17 11:20:00,6.4
2025-04-17 11:35:00,6.2
2025-04-17 11:50:00,5.7
2025-04-17 12:05:00,5.5
2025-04-17 12:20:00,6.7
2025-04-17 12:35:00,8.6
2025-04-17 12:50:00,10.4
2025-04-17 13:05:00,11.4
2025-04-17 13:20:00,12.5
2025-04-17 13:35:00,13.4
2025-04-17 13:50:00,13.9
2025-04-17 14:05:00,14.2
2025-04-17 14:20:00,14.8
2025-04-17 14:35:00,14.4
2025-04-17 14:50:00,13.9
2025-04-17 15:05:00,13.3
2025-04-17 15:20:00,13.1
2025-04-17 15:35:00,13.1
2025-04-17 15:50:00,12.8
2025-04-17 16:05:00,11.8
2025-04-17 16:20:00,11.1
2025-04-17 16:35:00,9.8
2025-04-17 16:50:00,7.5
2025-04-17 17:05:00,6.3
2025-04-17 17:20:00,6.3
2025-04-17 17:35:00,7.1
2025-04-17 17:50:00,7.7
2025-04-17 18:05:00,7.6
2025-04-17 18:20:00,7.2
2025-04-17 18:35:00,7.4
2025-04-17 18:50:00,8.5
2025-04-17 19:05:00,7.2
2025-04-17 19:20:00,6.6
2025-04-17 19:35:00,6.4
2025-04-17 19:50:00,7.1
2025-04-17 20:05:00,9.1
2025-04-17 20:20:00,10.0
2025-04-17 20:35:00,9.6
2025-04-17 20:50:00,8.1
2025-04-17 21:05:00,6.9
2025-04-17 21:20:00,6.3
2025-04-17 21:35:00,6.2
2025-04-17 21:50:00,6.4
2025-04-17 22:05:00,6.3
2025-04-17 22:20:00,6.0
2025-04-17 22:35:00,5.9
2025-04-17 22:50:00,6.2
2025-04-17 23:05:00,6.4
2025-04-17 23:20:00,6.6
2025-04-17 23:35:00,6.9
2025-04-17 23:50:00,7.2
2025-04-18 00:05:00,7.3
2025-04-18 00:20:00,7.1
2025-04-18 00:35:00,6.9
2025-04-18 00:50:00,6.9
2025-04-18 01:05:00,6.7
2025-04-18 01:20:00,6.5
2025-04-18 01:35:00,6.5
2025-04-18 01:50:00,6.5
2025-04-18 02:05:00,6.5
2025-04-18 02:20:00,6.6
2025-04-18 02:35:00,6.4
2025-04-18 02:50:00,6.0
2025-04-18 03:05:00,6.0
2025-04-18 03:20:00,6.1
2025-04-18 03:35:00,6.0
2025-04-18 03:50:00,5.9
2025-04-18 04:05:00,5.9
2025-04-18 04:20:00,6.1
2025-04-18 04:35:00,6.1
2025-04-18 04:50:00,6.2
2025-04-18 05:05:00,6.4
2025-04-18 05:20:00,6.5
2025-04-18 05:35:00,6.7
2025-04-18 05:50:00,7.1
2025-04-18 06:05:00,7.1
2025-04-18 06:20:00,7.4
2025-04-18 06:35:00,7.6
2025-04-18 06:50:00,7.7
2025-04-18 07:05:00,8.8
2025-04-18 07:20:00,10.6
2025-04-18 07:35:00,11.4
2025-04-18 07:50:00,11.2
2025-04-18 08:05:00,10.5
2025-04-18 08:20:00,9.7
2025-04-18 08:35:00,8.7
2025-04-18 08:50:00,8.0
2025-04-18 09:05:00,7.2
2025-04-18 09:20:00,6.3
2025-04-18 09:35:00,6.0
2025-04-18 09:50:00,5.9
2025-04-18 10:05:00,5.7
2025-04-18 10:20:00,5.9
2025-04-18 10:35:00,5.8
2025-04-18 10:50:00,5.6
2025-04-18 11:05:00,5.4
2025-04-18 11:20:00,5.3
2025-04-18 11:35:00,5.2
2025-04-18 11:50:00,5.4
2025-04-18 12:05:00,5.3
2025-04-18 12:20:00,5.2
2025-04-18 12:35:00,6.6
2025-04-18 12:50:00,7.4
2025-04-18 13:05:00,8.4
2025-04-18 13:20:00,9.4
2025-04-18 13:35:00,10.6
2025-04-18 13:50:00,11.7
2025-04-18 14:05:00,12.2
2025-04-18 14:20:00,12.2
2025-04-18 14:35:00,12.2
2025-04-18 14:50:00,12.4
2025-04-18 15:05:00,12.6
2025-04-18 15:20:00,12.3
2025-04-18 15:35:00,11.9
2025-04-18 15:50:00,12.1
2025-04-18 16:05:00,11.9
2025-04-18 16:20:00,11.1
2025-04-18 16:35:00,10.4
2025-04-18 16:50:00,10.1
2025-04-18 17:05:00,10.0
2025-04-18 17:20:00,9.9
2025-04-18 17:35:00,9.8
2025-04-18 17:50:00,9.7
2025-04-18 18:05:00,9.4
2025-04-18 18:20:00,9.3
2025-04-18 18:35:00,8.8
2025-04-18 18:50:00,8.8
2025-04-18 19:05:00,8.8
2025-04-18 19:20:00,7.7
2025-04-18 19:35:00,6.0
2025-04-18 19:50:00,5.5
2025-04-18 20:05:00,6.7
2025-04-18 20:20:00,7.3
2025-04-18 20:35:00,8.1
2025-04-18 20:50:00,8.4
2025-04-18 21:05:00,8.1
2025-04-18 21:20:00,7.9
2025-04-18 21:35:00,8.0
2025-04-18 21:50:00,8.2
2025-04-18 22:05:00,8.2
2025-04-18 22:20:00,8.1
2025-04-18 22:35:00,7.8
2025-04-18 22:50:00,7.6
2025-04-18 23:05:00,7.4
2025-04-18 23:20:00,7.1
2025-04-18 23:35:00,6.8
2025-04-18 23:50:00,6.6
2025-04-19 00:05:00,6.4
2025-04-19 00:20:00,6.2
2025-04-19 00:35:00,6.2
2025-04-19 00:50:00,6.3
2025-04-19 01:05:00,6.2
2025-04-19 01:20:00,6.1
2025-04-19 01:35:00,5.9
2025-04-19 01:50:00,5.9
2025-04-19 02:05:00,5.8
2025-04-19 02:20:00,5.8
2025-04-19 02:35:00,5.3
2025-04-19 02:50:00,5.2
2025-04-19 03:05:00,5.5
2025-04-19 03:20:00,5.7
2025-04-19 03:35:00,5.8
2025-04-19 03:50:00,6.2
2025-04-19 04:05:00,6.4
2025-04-19 04:20:00,6.3
2025-04-19 04:35:00,6.1
2025-04-19 04:50:00,5.7
2025-04-19 05:05:00,6.1
2025-04-19 05:20:00,6.4
2025-04-19 05:35:00,6.6
2025-04-19 05:50:00,6.8
2025-04-19 06:05:00,6.8
2025-04-19 06:20:00,7.0
2025-04-19 06:35:00,7.2
2025-04-19 06:50:00,7.7
2025-04-19 07:05:00,7.7
2025-04-19 07:20:00,6.7
2025-04-19 07:35:00,6.1
2025-04-19 07:50:00,6.8
2025-04-19 08:05:00,8.1
2025-04-19 08:20:00,9.6
2025-04-19 08:35:00,10.9
2025-04-19 08:50:00,10.5
2025-04-19 09:05:00,8.4
2025-04-19 09:20:00,7.4
2025-04-19 09:35:00,7.5
2025-04-19 09:50:00,7.5
2025-04-19 10:05:00,7.1
2025-04-19 10:20:00,6.6
2025-04-19 10:35:00,6.2
2025-04-19 10:50:00,5.8
2025-04-19 11:05:00,5.6
2025-04-19 11:20:00,5.4
2025-04-19 11:35:00,5.7
2025-04-19 11:50:00,5.6
2025-04-19 12:05:00,5.7
2025-04-19 12:20:00,6.4
2025-04-19 12:35:00,7.2
2025-04-19 12:50:00,7.7
2025-04-19 13:05:00,8.0
2025-04-19 13:20:00,8.0
2025-04-19 13:35:00,7.9
2025-04-19 13:50:00,8.2
2025-04-19 14:05:00,8.2
2025-04-19 14:20:00,8.2
2025-04-19 14:35:00,8.2
2025-04-19 14:50:00,8.3
2025-04-19 15:05:00,8.6
2025-04-19 15:20:00,8.6
2025-04-19 15:35:00,8.6
2025-04-19 15:50:00,8.4
2025-04-19 16:05:00,7.8
2025-04-19 16:20:00,7.8
2025-04-19 16:35:00,8.6
2025-04-19 16:50:00,9.3
2025-04-19 17:05:00,9.9
2025-04-19 17:20:00,10.4
2025-04-19 17:35:00,10.2
2025-04-19 17:50:00,8.9
2025-04-19 18:05:00,8.6
2025-04-19 18:20:00,7.9
2025-04-19 18:35:00,7.3
2025-04-19 18:50:00,7.3
2025-04-19 19:05:00,8.3
2025-04-19 19:20:00,7.7
2025-04-19 19:35:00,6.1
2025-04-19 19:50:00,4.8
2025-04-19 20:05:00,4.8
2025-04-19 20:20:00,5.6
2025-04-19 20:35:00,6.8
2025-04-19 20:50:00,7.6
2025-04-19 21:05:00,7.7
2025-04-19 21:20:00,7.8
2025-04-19 21:35:00,7.6
2025-04-19 21:50:00,7.3
2025-04-19 22:05:00,7.1
2025-04-19 22:20:00,6.9
2025-04-19 22:35:00,6.8
2025-04-19 22:50:00,6.7
2025-04-19 23:05:00,6.8
2025-04-19 23:20:00,6.8
2025-04-19 23:35:00,6.8
2025-04-19 23:50:00,6.8
2025-04-20 00:05:00,6.7
2025-04-20 00:20:00,6.4
2025-04-20 00:35:00,6.4
2025-04-20 00:50:00,6.4
2025-04-20 01:05:00,6.5
2025-04-20 01:20:00,6.5
2025-04-20 01:35:00,6.4
2025-04-20 01:50:00,6.2
2025-04-20 02:05:00,6.1
2025-04-20 02:20:00,6.0
2025-04-20 02:35:00,6.1
2025-04-20 02:50:00,6.2
2025-04-20 03:05:00,5.9
2025-04-20 03:20:00,5.9
2025-04-20 03:35:00,5.8
2025-04-20 03:50:00,5.7
2025-04-20 04:05:00,6.0
2025-04-20 04:20:00,6.1
2025-04-20 04:35:00,6.0
2025-04-20 04:50:00,6.1
2025-04-20 05:05:00,5.9
2025-04-20 05:20:00,6.1
2025-04-20 05:35:00,6.1
2025-04-20 05:50:00,6.0
2025-04-20 06:05:00,6.1
2025-04-20 06:20:00,6.2
2025-04-20 06:35:00,6.6
2025-04-20 06:50:00,7.1
2025-04-20 07:05:00,7.2
2025-04-20 07:20:00,6.9
2025-04-20 07:35:00,6.6
2025-04-20 07:50:00,7.1
2025-04-20 08:05:00,7.6
2025-04-20 08:20:00,6.7
2025-04-20 08:35:00,6.5
2025-04-20 08:50:00,6.8
2025-04-20 09:05:00,7.4
2025-04-20 09:20:00,7.7
2025-04-20 09:35:00,7.8
2025-04-20 09:50:00,7.8
2025-04-20 10:05:00,7.2
2025-04-20 10:20:00,6.7
2025-04-20 10:35:00,5.9
2025-04-20 10:50:00,5.7
2025-04-20 11:05:00,6.2
2025-04-20 11:20:00,6.8
2025-04-20 11:35:00,6.7
2025-04-20 11:50:00,6.5
2025-04-20 12:05:00,6.8
2025-04-20 12:20:00,7.1
2025-04-20 12:35:00,7.5
2025-04-20 12:50:00,7.9
2025-04-20 13:05:00,8.3
2025-04-20 13:20:00,8.7
2025-04-20 13:35:00,8.2
2025-04-20 13:50:00,7.7
2025-04-20 14:05:00,7.4
2025-04-20 14:20:00,7.1
2025-04-20 14:35:00,6.8
2025-04-20 14:50:00,6.6
2025-04-20 15:05:00,6.6
2025-04-20 15:20:00,6.5
2025-04-20 15:35:00,6.7
2025-04-20 15:50:00,6.7
2025-04-20 16:05:00,6.4
2025-04-20 16:20:00,6.6
2025-04-20 16:35:00,7.0
2025-04-20 16:50:00,7.4
2025-04-20 17:05:00,7.7
2025-04-20 17:20:00,8.1
2025-04-20 17:35:00,8.7
2025-04-20 17:50:00,9.3
2025-04-20 18:05:00,9.4
2025-04-20 18:20:00,9.4
2025-04-20 18:35:00,9.8
2025-04-20 18:50:00,9.9
2025-04-20 19:05:00,9.3
2025-04-20 19:20:00,7.9
2025-04-20 19:35:00,7.3
2025-04-20 19:50:00,6.4
2025-04-20 20:05:00,7.3
2025-04-20 20:20:00,8.1
2025-04-20 20:35:00,8.6
2025-04-20 20:50:00,8.4
2025-04-20 21:05:00,8.0
2025-04-20 21:20:00,7.7
2025-04-20 21:35:00,7.4
2025-04-20 21:50:00,7.4
2025-04-20 22:05:00,7.3
2025-04-20 22:20:00,7.1
2025-04-20 22:35:00,6.7
2025-04-20 22:50:00,6.4
2025-04-20 23:05:00,6.1
2025-04-20 23:20:00,5.8
2025-04-20 23:35:00,5.6
2025-04-20 23:50:00,5.4
2025-04-21 00:05:00,5.3
2025-04-21 00:20:00,5.2
2025-04-21 00:35:00,5.3
2025-04-21 00:50:00,5.4
2025-04-21 01:05:00,5.3
2025-04-21 01:20:00,5.2
2025-04-21 01:35:00,5.2
2025-04-21 01:50:00,5.2
2025-04-21 02:05:00,4.9
2025-04-21 02:20:00,4.7
2025-04-21 02:35:00,4.7
2025-04-21 02:50:00,4.8
2025-04-21 03:05:00,4.9
2025-04-21 03:20:00,5.1
2025-04-21 03:35:00,5.0
2025-04-21 03:50:00,5.0
2025-04-21 04:05:00,5.1
2025-04-21 04:20:00,5.2
2025-04-21 04:35:00,5.6
2025-04-21 04:50:00,5.5
2025-04-21 05:05:00,5.5
2025-04-21 05:20:00,5.5
2025-04-21 05:35:00,5.7
2025-04-21 05:50:00,5.9
2025-04-21 06:05:00,6.1
2025-04-21 06:20:00,6.2
2025-04-21 06:35:00,6.4
2025-04-21 06:50:00,7.1
2025-04-21 07:05:00,6.9
2025-04-21 07:20:00,6.6
2025-04-21 07:35:00,6.6
2025-04-21 07:50:00,7.3
2025-04-21 08:05:00,8.1
2025-04-21 08:20:00,8.1
2025-04-21 08:35:00,8.1
2025-04-21 08:50:00,8.4
2025-04-21 09:05:00,8.4
2025-04-21 09:20:00,8.4
2025-04-21 09:35:00,8.3
2025-04-21 09:50:00,7.8
2025-04-21 10:05:00,7.2
2025-04-21 10:20:00,6.3
2025-04-21 10:35:00,6.4
2025-04-21 10:50:00,6.4
2025-04-21 11:05:00,5.8
2025-04-21 11:20:00,5.1
2025-04-21 11:35:00,4.9
2025-04-21 11:50:00,5.0
2025-04-21 12:05:00,5.7
2025-04-21 12:20:00,6.5
2025-04-21 12:35:00,6.8
2025-04-21 12:50:00,7.2
2025-04-21 13:05:00,7.5
2025-04-21 13:20:00,7.6
2025-04-21 13:35:00,7.4
2025-04-21 13:50:00,7.0
2025-04-21 14:05:00,6.8
2025-04-21 14:20:00,6.6
2025-04-21 14:35:00,6.7
2025-04-21 14:50:00,6.8
2025-04-21 15:05:00,6.8
2025-04-21 15:20:00,7.1
2025-04-21 15:35:00,7.5
2025-04-21 15:50:00,7.4
2025-04-21 16:05:00,6.8
2025-04-21 16:20:00,6.3
2025-04-21 16:35:00,6.2
2025-04-21 16:50:00,6.4
2025-04-21 17:05:00,7.3
2025-04-21 17:20:00,7.7
2025-04-21 17:35:00,7.8
2025-04-21 17:50:00,8.1
2025-04-21 18:05:00,8.4
2025-04-21 18:20:00,8.4
2025-04-21 18:35:00,7.4
2025-04-21 18:50:00,7.1
2025-04-21 19:05:00,8.1
2025-04-21 19:20:00,9.2
2025-04-21 19:35:00,9.9
2025-04-21 19:50:00,9.7
2025-04-21 20:05:00,8.1
2025-04-21 20:20:00,6.6
2025-04-21 20:35:00,5.6
2025-04-21 20:50:00,4.9
2025-04-21 21:05:00,4.8
2025-04-21 21:20:00,5.4
2025-04-21 21:35:00,6.1
2025-04-21 21:50:00,6.3
2025-04-21 22:05:00,6.3
2025-04-21 22:20:00,6.0
2025-04-21 22:35:00,5.8
2025-04-21 22:50:00,6.1
2025-04-21 23:05:00,6.4
2025-04-21 23:20:00,6.6
2025-04-21 23:35:00,6.6
2025-04-21 23:50:00,6.4
2025-04-22 00:05:00,6.2
2025-04-22 00:20:00,6.2
2025-04-22 00:35:00,6.2
2025-04-22 00:50:00,6.1
2025-04-22 01:05:00,6.1
2025-04-22 01:20:00,6.1
2025-04-22 01:35:00,6.1
2025-04-22 01:50:00,6.1
2025-04-22 02:05:00,5.9
2025-04-22 02:20:00,5.7
2025-04-22 02:35:00,5.5
2025-04-22 02:50:00,5.3
2025-04-22 03:05:00,5.7
2025-04-22 03:20:00,5.8
2025-04-22 03:35:00,5.8
2025-04-22 03:50:00,5.8
2025-04-22 04:05:00,5.6
2025-04-22 04:20:00,5.4
2025-04-22 04:35:00,5.6
2025-04-22 04:50:00,5.8
2025-04-22 05:05:00,6.0
2025-04-22 05:20:00,5.8
2025-04-22 05:35:00,5.7
2025-04-22 05:50:00,5.9
2025-04-22 06:05:00,6.1
2025-04-22 06:20:00,6.4
2025-04-22 06:35:00,6.4
2025-04-22 06:50:00,6.7
2025-04-22 07:05:00,6.8
2025-04-22 07:20:00,7.1
2025-04-22 07:35:00,7.0
2025-04-22 07:50:00,7.2
2025-04-22 08:05:00,8.4
2025-04-22 08:20:00,8.2
2025-04-22 08:35:00,8.2
2025-04-22 08:50:00,8.7
2025-04-22 09:05:00,8.5
2025-04-22 09:20:00,6.8
2025-04-22 09:35:00,5.8
2025-04-22 09:50:00,5.6
2025-04-22 10:05:00,5.8
2025-04-22 10:20:00,5.7
2025-04-22 10:35:00,5.4
2025-04-22 10:50:00,5.3
2025-04-22 11:05:00,5.3
2025-04-22 11:20:00,5.7
2025-04-22 11:35:00,6.1
2025-04-22 11:50:00,6.4
2025-04-22 12:05:00,6.6
2025-04-22 12:20:00,6.7
2025-04-22 12:35:00,7.0
2025-04-22 12:50:00,7.3
2025-04-22 13:05:00,7.5
2025-04-22 13:20:00,8.1
2025-04-22 13:35:00,8.2
2025-04-22 13:50:00,8.2
2025-04-22 14:05:00,8.1
2025-04-22 14:20:00,8.0
2025-04-22 14:35:00,7.9
2025-04-22 14:50:00,8.0
2025-04-22 15:05:00,8.0
2025-04-22 15:20:00,7.7
