表名,字段名,数据类型,必填,中文说明,交互设计,验证规则,选项值,关联关系,备注,题目编号,
glucose_tests,hba1c_percent,DECIMAL_4_2,否,糖化血红蛋白,数字输入,数值范围验证,%,,默认单位%,L2,
glucose_tests,hba1c_test_date,DATE,否,糖化血红蛋白检测日期,日期选择器,糖化血红蛋白不为空时必填,,,L2A,,
glucose_tests,glycated_albumin_percent,DECIMAL_4_2,否,糖化白蛋白,数字输入,数值范围验证,%,,默认单位%,L3,
glucose_tests,glycated_albumin_test_date,DATE,否,糖化白蛋白检测日期,日期选择器,糖化白蛋白不为空时必填,,,L3A,,
glucose_tests,autoantibody_test_date,DATE,否,自身抗体检测日期,日期选择器,自身抗体结果不为空时必填,,,L4,,
glucose_tests,autoantibody_results,JSON,否,自身抗体结果,多选框,多选验证,谷氨酸脱羧酶抗体GADA;胰岛素抗体IAA;蛋白质酪氨酸磷酸酶抗体IA-2A;锌转运蛋白8抗体ZnT8A;胰岛细胞抗体ICA,,,L4A,
,,,,,,,,,,,
# 2. OGTT胰岛素释放实验,,,,,,,,,,,
ogtt_insulin_test,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,OGTT胰岛素释放实验表,
ogtt_insulin_test,test_date,DATE,是,检查日期,日期选择器,必填,,,L5,,
ogtt_insulin_test,glucose_0h,DECIMAL_4_2,否,0小时血糖,数字输入,数值范围验证,mmol/L;mg/dL,,L5A,,
ogtt_insulin_test,glucose_0_5h,DECIMAL_4_2,否,0.5小时血糖,数字输入,数值范围验证,mmol/L;mg/dL,,L5B,,
ogtt_insulin_test,glucose_1h,DECIMAL_4_2,否,1小时血糖,数字输入,数值范围验证,mmol/L;mg/dL,,L5C,,
ogtt_insulin_test,glucose_2h,DECIMAL_4_2,否,2小时血糖,数字输入,数值范围验证,mmol/L;mg/dL,,L5D,,
ogtt_insulin_test,glucose_3h,DECIMAL_4_2,否,3小时血糖,数字输入,数值范围验证,mmol/L;mg/dL,,L5E,,
ogtt_insulin_test,insulin_unit,VARCHAR_20,否,胰岛素单位,下拉选择,单位选择,mIU/L;pmol/L;μIU/L,,L5F,,
ogtt_insulin_test,insulin_0h,DECIMAL_6_2,否,0小时胰岛素,数字输入,数值范围验证,,,L5F1,,
ogtt_insulin_test,insulin_0_5h,DECIMAL_6_2,否,0.5小时胰岛素,数字输入,数值范围验证,,,L5F2,,
ogtt_insulin_test,insulin_1h,DECIMAL_6_2,否,1小时胰岛素,数字输入,数值范围验证,,,L5F3,,
ogtt_insulin_test,insulin_2h,DECIMAL_6_2,否,2小时胰岛素,数字输入,数值范围验证,,,L5F4,,
ogtt_insulin_test,insulin_3h,DECIMAL_6_2,否,3小时胰岛素,数字输入,数值范围验证,,,L5F5,,
ogtt_insulin_test,c_peptide_unit,VARCHAR_20,否,C肽单位,下拉选择,单位选择,μg/L;nmol/L;pmol/L;ng/mL,,L5G,,
ogtt_insulin_test,c_peptide_0h,DECIMAL_6_2,否,0小时C肽,数字输入,数值范围验证,,,L5G1,,
ogtt_insulin_test,c_peptide_0_5h,DECIMAL_6_2,否,0.5小时C肽,数字输入,数值范围验证,,,L5G2,,
ogtt_insulin_test,c_peptide_1h,DECIMAL_6_2,否,1小时C肽,数字输入,数值范围验证,,,L5G3,,
ogtt_insulin_test,c_peptide_2h,DECIMAL_6_2,否,2小时C肽,数字输入,数值范围验证,,,L5G4,,
ogtt_insulin_test,c_peptide_3h,DECIMAL_6_2,否,3小时C肽,数字输入,数值范围验证,,,L5G5,,
ogtt_insulin_test,glucagon_unit,VARCHAR_20,否,胰高血糖素单位,下拉选择,单位选择,pmol/L;ng/L;pg/mL,,L5H,,
ogtt_insulin_test,glucagon_0h,DECIMAL_6_2,否,0小时胰高血糖素,数字输入,数值范围验证,,,L5H1,,
ogtt_insulin_test,glucagon_0_5h,DECIMAL_6_2,否,0.5小时胰高血糖素,数字输入,数值范围验证,,,L5H2,,
ogtt_insulin_test,glucagon_1h,DECIMAL_6_2,否,1小时胰高血糖素,数字输入,数值范围验证,,,L5H3,,
ogtt_insulin_test,glucagon_2h,DECIMAL_6_2,否,2小时胰高血糖素,数字输入,数值范围验证,,,L5H4,,
ogtt_insulin_test,glucagon_3h,DECIMAL_6_2,否,3小时胰高血糖素,数字输入,数值范围验证,,,L5H5,,
,,,,,,,,,,,
# 3. 肝功能结果,,,,,,,,,,,
liver_function_tests,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,肝功能检查表,
liver_function_tests,test_date,DATE,是,检查日期,日期选择器,必填,,,L6,,
liver_function_tests,total_protein,DECIMAL_5_2,否,总蛋白,数字输入单位,数值范围验证,g/L;g/dL,,默认单位g/L,L6A,
liver_function_tests,ast,DECIMAL_6_2,否,谷草转氨酶,数字输入单位,数值范围验证,U/L;IU/L,,默认单位U/L,L6B,
liver_function_tests,alt,DECIMAL_6_2,否,谷丙转氨酶,数字输入单位,数值范围验证,U/L;IU/L,,默认单位U/L,L6C,
liver_function_tests,ast_alt_ratio,DECIMAL_4_2,否,谷草/谷丙,自动计算,自动计算,,,根据AST和ALT自动计算比值,L6D,
liver_function_tests,albumin,DECIMAL_4_2,否,白蛋白,数字输入单位,数值范围验证,g/L;g/dL,,默认单位g/L,L6E,
liver_function_tests,total_bilirubin,DECIMAL_5_2,否,总胆红素,数字输入单位,数值范围验证,μmol/L;mg/dL,,默认单位μmol/L,L6F,
liver_function_tests,indirect_bilirubin,DECIMAL_5_2,否,间接胆红素,数字输入单位,数值范围验证,μmol/L;mg/dL,,默认单位μmol/L,L6G,
liver_function_tests,direct_bilirubin,DECIMAL_5_2,否,直接胆红素,数字输入单位,数值范围验证,μmol/L;mg/dL,,默认单位μmol/L,L6H,
liver_function_tests,alkaline_phosphatase,DECIMAL_6_2,否,碱性磷酸酶,数字输入单位,数值范围验证,U/L;IU/L,,默认单位U/L,L6I,
,,,,,,,,,,,
# 4. 肾功能,,,,,,,,,,,
kidney_function_tests,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,肾功能检查表,
kidney_function_tests,test_date,DATE,是,检查日期,日期选择器,必填,,,L7,,
kidney_function_tests,urea,DECIMAL_5_2,否,尿素,数字输入单位,数值范围验证,mmol/L;mg/dL,,默认单位mmol/L,L7A,
kidney_function_tests,creatinine,DECIMAL_6_2,否,肌酐,数字输入单位,数值范围验证,μmol/L;mg/dL,,默认单位μmol/L,L7B,
kidney_function_tests,uric_acid,DECIMAL_6_2,否,尿酸,数字输入单位,数值范围验证,μmol/L;mg/dL,,默认单位μmol/L,L7C,
kidney_function_tests,egfr,DECIMAL_6_2,否,eGFR,数字输入单位,数值范围验证,mL/min/1.73m2,,单位mL/min/1.73m2,L7D,
,,,,,,,,,,,
# 5. 血脂全项,,,,,,,,,,,
lipid_tests,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,血脂检查表,
lipid_tests,test_date,DATE,是,检查日期,日期选择器,必填,,,L8,,
lipid_tests,triglycerides,DECIMAL_5_2,否,甘油三脂,数字输入单位,数值范围验证,mmol/L;mg/dL,,默认单位mmol/L,L8A,
lipid_tests,total_cholesterol,DECIMAL_5_2,否,总胆固醇,数字输入单位,数值范围验证,mmol/L;mg/dL,,默认单位mmol/L,L8B,
lipid_tests,hdl_cholesterol,DECIMAL_5_2,否,高密度脂蛋白,数字输入单位,数值范围验证,mmol/L;mg/dL,,默认单位mmol/L,L8C,
lipid_tests,ldl_cholesterol,DECIMAL_5_2,否,低密度脂蛋白,数字输入单位,数值范围验证,mmol/L;mg/dL,,默认单位mmol/L,L8D,
lipid_tests,vldl_cholesterol,DECIMAL_5_2,否,极低密度脂蛋白,数字输入单位,数值范围验证,mmol/L;mg/dL,,默认单位mmol/L,L8E,
lipid_tests,apolipoprotein_a1,DECIMAL_5_2,否,载脂蛋白A1,数字输入单位,数值范围验证,mg/dl;g/L,,默认单位mg/dL,L8F,
lipid_tests,apolipoprotein_b,DECIMAL_5_2,否,载脂蛋白B,数字输入单位,数值范围验证,mg/dl;g/L,,默认单位mg/dL,L8G,
lipid_tests,lipoprotein_a,DECIMAL_5_2,否,脂蛋白(a),数字输入单位,数值范围验证,mg/dl;g/L,,默认单位mg/dL,L8H,
lipid_tests,free_fatty_acid,DECIMAL_5_2,否,游离脂肪酸FFA,数字输入单位,数值范围验证,mmol/L,,单位mmol/L,L8I,
,,,,,,,,,,,
# 6. 尿液检查,,,,,,,,,,,
urine_tests,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,尿液检查表,
urine_tests,test_date,DATE,是,检查日期,日期选择器,必填,,,L9,,
urine_tests,urine_protein,VARCHAR_20,否,尿蛋白,下拉选择数字输入,格式验证,阴性;弱阳性;一个加号;两个加号;三个加号,,,L9A,
urine_tests,ketone_bodies,VARCHAR_20,否,酮体,下拉选择数字输入,格式验证,阴性;弱阳性;一个加号;两个加号;三个加号,,,L9B,
urine_tests,albumin_creatinine_ratio,DECIMAL_8_2,否,尿白蛋白/肌酐,数字输入单位,数值范围验证,mg/g;mg/mmol,,默认单位mg/g,L9C,
urine_tests,microalbumin,DECIMAL_6_2,否,尿微量白蛋白,数字输入单位,数值范围验证,mg/L;μg/mL,,默认单位mg/L,L9D,
,,,,,,,,,,,
# 7. 血常规,,,,,,,,,,,
blood_routine_tests,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,血常规检查表,
blood_routine_tests,test_date,DATE,是,检查日期,日期选择器,必填,,,L10,,
blood_routine_tests,wbc_count,DECIMAL_6_2,否,白细胞计数,数字输入单位,数值范围验证,10^9/L;G/L;K/uL,,默认单位10^9/L,L10A,
blood_routine_tests,rbc_count,DECIMAL_6_2,否,红细胞计数,数字输入单位,数值范围验证,10^12/L;T/L;M/uL,,默认单位10^12/L,L10B,
blood_routine_tests,platelet_count,DECIMAL_6_2,否,血小板计数,数字输入单位,数值范围验证,10^9/L;G/L;K/uL,,默认单位10^9/L,L10C,
blood_routine_tests,hemoglobin,DECIMAL_6_2,否,血红蛋白,数字输入单位,数值范围验证,g/L;g/dL,,默认单位g/L,L10D,
blood_routine_tests,neutrophil_count,DECIMAL_6_2,否,中性粒细胞个数,数字输入单位,数值范围验证,10^9/L;G/L;K/uL,,默认单位10^9/L,L10E,
blood_routine_tests,lymphocyte_count,DECIMAL_6_2,否,淋巴细胞个数,数字输入单位,数值范围验证,10^9/L;G/L;K/uL,,默认单位10^9/L,L10F,
blood_routine_tests,monocyte_count,DECIMAL_6_2,否,单核细胞个数,数字输入单位,数值范围验证,10^9/L;G/L;K/uL,,默认单位10^9/L,L10G,
,,,,,,,,,,,
# 8. 甲状腺功能,,,,,,,,,,,
thyroid_function_tests,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,甲状腺功能检查表,
thyroid_function_tests,test_date,DATE,是,检查日期,日期选择器,必填,,,L11,,
thyroid_function_tests,free_t3,DECIMAL_6_2,否,血清游离三碘甲状原氨酸(FT3),数字输入单位,数值范围验证,pmol/L;ng/dL,,默认单位pmol/L,L11A,
thyroid_function_tests,free_t4,DECIMAL_6_2,否,血清游离甲状腺素测定(FT4),数字输入单位,数值范围验证,pmol/L;ng/dL,,默认单位pmol/L,L11B,
thyroid_function_tests,tsh,DECIMAL_6_2,否,血清促甲状腺素(TSH),数字输入单位,数值范围验证,mIU/L;uIU/mL,,默认单位mIU/L,L11C,
,,,,,,,,,,,
# 9. 维生素D,,,,,,,,,,,
vitamin_d_tests,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,维生素D检查表,
vitamin_d_tests,test_date,DATE,是,检查日期,日期选择器,必填,,,L12,,
vitamin_d_tests,vitamin_d_25_oh,DECIMAL_6_2,否,25羟基-维生素D,数字输入单位,数值范围验证,nmol/L;ng/dL,,默认单位nmol/L,L12A,
,,,,,,,,,,,
# ==================== 辅助检查 ====================,,,,,,,,,,,
auxiliary_examinations,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,辅助检查表,
auxiliary_examinations,examination_type,VARCHAR_50,是,检查类型,检查项目选择,必选,ABI;体成分分析;眼底镜;颈动脉超声;神经肌电图;焦虑抑郁量表;饮食问卷;体力活动问卷;睡眠质量指数量表;认知问卷MMSE;CGM结果;低血糖感知量表;低血糖恐惧量表;用药依从性量表,,,A1,
auxiliary_examinations,is_performed,BOOLEAN,是,是否进行检查,是否选择,必选,是否,,,A1A,
auxiliary_examinations,examination_data,JSON,否,检查数据,动态表单组件,JSON格式验证,,,存储检查的具体数据，如ABI数值等,A1B,
auxiliary_examinations,questionnaire_results,JSON,否,问卷结果,问卷组件,JSON格式验证,,,存储问卷的评分结果,A1C,
auxiliary_examinations,image_attachments,JSON,否,图片附件,文件上传组件,文件格式验证,,,存储检查报告图片、影像资料等,A1D,
auxiliary_examinations,examination_date,DATE,否,检查日期,日期选择器,日期格式验证,,,A1E,,
auxiliary_examinations,notes,TEXT,否,备注,文本域,,,,记录其他相关信息,A1F,
,,,,,,,,,,,
# ==================== 技术实现说明 ====================,,,,,,,,,,,
# ,,,,,,,,,,,
# 1. 问题编号体系：,,,,,,,,,,,
#    - P1-P15: 患者一般信息部分 (Patient Basic Info),,,,,,,,,,,
#    - D1-D2D3: 糖尿病史及并发症 (Diabetes History & Complications),,,,,,,,,,,
#    - H1-H14A: 其他疾病史 (Health History)  ,,,,,,,,,,,
#    - S1-S2C: 个人史 (Social History),,,,,,,,,,,
#    - F1-F3B: 家族史 (Family History),,,,,,,,,,,
#    - E1-E7: 体格检查 (Examination),,,,,,,,,,,
#    - L1-L12A: 实验室检查 (Laboratory Tests),,,,,,,,,,,
#    - A1-A1F: 辅助检查 (Auxiliary Examinations),,,,,,,,,,,
#,,,,,,,,,,,
# 2. 条件逻辑实现：,,,,,,,,,,,
#    - 基于有/无选择的条件跳转逻辑,,,,,,,,,,,
#    - 诊断年份、用药状态、手术情况的级联填写,,,,,,,,,,,
#    - 家族史支持多条记录的重复录入机制,,,,,,,,,,,
#    - 癌症部位和治疗方式的多选处理,,,,,,,,,,,
#    - 睡眠呼吸暂停的三选一逻辑（有/无/不清楚）,,,,,,,,,,,
#,,,,,,,,,,,
# 3. 数据类型设计：,,,,,,,,,,,
#    - 年份字段统一使用YEAR类型,,,,,,,,,,,
#    - 多选项使用JSON格式存储,,,,,,,,,,,
#    - 实验室数据支持多单位输入和自动换算,,,,,,,,,,,
#    - 检查日期与数据项分离设计,,,,,,,,,,,
#,,,,,,,,,,,
# 4. 业务逻辑：,,,,,,,,,,,
#    - 家族史按疾病类型分表设计（糖尿病、高血压、冠心病）,,,,,,,,,,,
#    - 癌症病史采用主表+详情表设计,,,,,,,,,,,
#    - 实验室检查按检查类型分表,,,,,,,,,,,
#    - 辅助检查采用统一表+动态数据存储,,,,,,,,,,,
#,,,,,,,,,,,
# 5. 与现有量表关联：,,,,,,,,,,,
#    - STOP-Bang问卷通过sleep_apnea字段触发,,,,,,,,,,,
#    - 各类量表通过auxiliary_examinations表统一管理,,,,,,,,,,,
#    - 支持问卷结果的标准化存储和评分计算,,,,,,,,,,,
